League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Portugal LigaPro,2025-01-05,11:00:00,17,Torreense,CD Mafra,2.8,1.95,4.0,2.15,3.05,3.35,1.48,2.45,1.07,7.5,1.38,2.88,2.15,1.62,1.85,1.8,1.28,1.28,1.7,1.88,0.86,1.33,1.18,2.51,1.64,8.0,2.77,1.23,3.42,1.45,2.48,1.85,1.95,2.3,1.52,3.05,1.28
France Ligue 1,2025-01-05,11:00:00,16,Strasbourg,Auxerre,2.5,2.3,4.33,1.85,3.65,4.2,1.33,3.25,1.03,15.0,1.22,4.33,1.68,2.05,1.62,2.2,1.25,1.28,1.85,1.71,0.57,1.2,1.11,2.31,1.56,6.4,2.7,1.38,2.7,1.65,2.08,2.05,1.67,2.65,1.41,3.4,1.25
Scotland Premiership,2025-01-05,11:30:00,22,Motherwell,Aberdeen,3.1,2.3,3.0,2.55,3.3,2.75,1.3,3.4,1.04,10.0,1.2,4.33,1.58,2.2,1.53,2.38,1.51,1.27,1.47,1.5,1.33,1.17,1.22,2.39,1.88,6.75,2.08,1.14,4.8,1.26,3.4,1.44,2.55,1.71,2.0,2.07,1.65
Greece Super League,2025-01-05,11:30:00,17,Aris,OFI,2.2,2.2,5.5,1.65,3.7,5.75,1.4,2.75,1.06,9.2,1.32,3.45,1.95,1.85,1.95,1.8,1.16,1.25,2.2,2.38,1.5,1.47,1.02,2.49,1.45,8.5,3.29,1.27,3.14,1.85,1.95,1.85,1.95,2.48,1.45,3.34,1.24
England EFL League Two,2025-01-05,12:00:00,25,Newport County,Morecambe,3.0,2.2,3.4,2.55,3.15,2.65,1.36,3.0,1.04,12.0,1.25,3.75,1.75,1.95,1.62,2.2,1.4,1.25,1.62,1.7,1.08,1.29,0.98,2.27,2.32,6.4,1.93,1.21,3.58,1.41,2.6,1.77,1.95,2.19,1.57,2.88,1.32
England Championship,2025-01-05,12:00:00,26,Sunderland,Portsmouth,2.0,2.3,6.5,1.5,4.4,6.5,1.36,3.0,1.04,12.0,1.28,3.75,1.77,1.9,2.0,1.73,1.1,1.18,2.7,2.33,0.58,1.55,0.95,2.5,1.35,10.5,3.9,1.12,4.7,1.26,3.22,1.73,2.0,1.85,1.85,2.34,1.5
England EFL League Two,2025-01-05,12:00:00,25,Crewe Alexandra,Bromley,2.75,2.1,4.33,2.25,3.15,3.1,1.44,2.63,1.06,10.0,1.36,3.2,2.0,1.71,1.83,1.83,1.3,1.3,1.71,2.0,1.73,1.18,1.32,2.5,1.58,6.95,3.04,1.23,3.65,1.32,2.88,1.6,2.14,2.05,1.7,2.6,1.41
England EFL League Two,2025-01-05,12:00:00,25,Fleetwood Town,AFC Wimbledon,3.2,2.1,3.5,2.8,3.2,2.4,1.4,2.75,1.05,10.0,1.33,3.25,1.93,1.77,1.73,2.0,1.44,1.3,1.5,1.33,1.45,1.31,1.28,2.59,2.08,6.45,2.13,1.18,3.84,1.39,2.67,1.7,2.05,2.12,1.61,2.78,1.34
England EFL League Two,2025-01-05,12:00:00,25,Chesterfield,Gillingham,2.75,2.1,4.0,1.83,3.4,4.2,1.4,2.75,1.05,10.0,1.33,3.25,1.93,1.77,1.8,1.91,1.3,1.25,1.78,1.5,1.0,1.48,1.0,2.48,1.63,6.7,2.92,1.22,3.5,1.44,2.51,1.77,1.95,2.27,1.53,2.97,1.3
Scotland Premiership,2025-01-05,12:00:00,22,Celtic,St. Mirren,1.53,2.88,13.0,1.1,9.0,23.0,1.29,3.5,1.03,11.0,1.17,5.0,1.53,2.3,2.63,1.44,1.02,1.08,5.25,2.78,1.0,2.36,1.16,3.52,1.06,14.0,8.5,1.14,4.6,1.27,3.3,1.46,2.5,1.72,1.98,2.05,1.67
Scotland Premiership,2025-01-05,12:00:00,22,Dundee United,Hearts,3.0,2.2,3.5,2.35,3.45,2.95,1.4,2.75,1.05,9.5,1.28,3.55,1.85,1.83,1.75,2.0,1.39,1.3,1.58,1.8,0.5,1.36,1.13,2.49,1.9,6.75,2.07,1.19,4.1,1.33,2.95,1.55,2.28,1.88,1.81,2.32,1.53
Scotland Premiership,2025-01-05,12:00:00,22,Kilmarnock,Ross County,2.05,2.4,5.5,1.7,3.85,4.8,1.3,3.4,1.04,10.0,1.2,4.33,1.62,2.15,1.75,2.0,1.14,1.21,2.4,1.67,0.9,1.42,0.96,2.38,1.33,7.5,3.55,1.16,4.4,1.29,3.2,1.47,2.43,1.76,1.94,2.15,1.61
Scotland Premiership,2025-01-05,12:00:00,22,St. Johnstone,Dundee,3.2,2.4,2.88,2.7,3.35,2.6,1.25,3.75,1.01,13.0,1.17,5.0,1.8,1.91,1.44,2.63,1.58,1.28,1.41,0.7,0.9,1.19,1.1,2.29,2.18,6.75,1.79,1.19,4.1,1.33,2.95,1.55,2.28,1.88,1.81,2.33,1.52
Greece Super League,2025-01-05,12:00:00,17,Volos NFC,AEK Athens,8.5,2.4,1.83,8.54,5.3,1.3,1.36,3.0,1.04,9.5,1.25,4.0,1.72,2.0,2.2,1.62,3.2,1.16,1.07,0.63,1.63,1.31,1.71,3.02,5.15,10.0,1.23,1.32,2.88,1.7,2.05,2.06,1.68,2.71,1.38,3.72,1.2
Portugal LigaPro,2025-01-05,12:30:00,17,FC Vizela,CS Marítimo,2.88,1.95,3.8,2.2,3.15,3.2,1.45,2.55,1.06,8.0,1.36,2.95,2.1,1.65,1.8,1.83,1.33,1.28,1.65,1.14,1.63,1.64,1.48,3.12,1.84,6.55,2.5,1.2,3.72,1.41,2.6,1.73,1.99,2.17,1.58,2.88,1.32
Portugal Liga NOS,2025-01-05,12:30:00,17,Santa Clara,Farense,2.38,2.0,6.0,1.67,3.4,5.81,1.53,2.38,1.09,7.0,1.48,2.65,2.36,1.55,2.2,1.62,1.13,1.25,2.15,2.25,0.75,1.34,1.08,2.42,1.28,8.0,3.95,1.2,3.8,1.37,2.75,1.61,2.12,1.95,1.72,2.43,1.47
Turkey Süper Lig,2025-01-05,13:00:00,18,Fenerbahçe,Hatayspor,1.4,3.25,15.0,1.09,10.92,21.26,1.2,4.33,1.01,29.0,1.09,6.89,1.36,3.1,2.25,1.57,1.01,1.07,7.5,2.57,0.29,1.98,1.08,3.06,1.1,11.0,6.75,1.27,3.3,1.48,2.45,1.75,1.95,2.17,1.6,2.7,1.38
England Premier League,2025-01-05,13:30:00,20,Liverpool,Manchester United,1.67,2.88,8.0,1.33,6.0,8.0,1.22,4.0,1.01,29.0,1.12,6.8,1.68,2.05,1.75,2.0,1.06,1.11,4.0,2.44,1.0,1.79,1.38,3.17,1.12,10.5,6.4,1.15,4.6,1.27,3.3,1.46,2.5,1.72,1.98,2.08,1.65
Italy Serie A,2025-01-05,14:00:00,19,Torino,Parma,2.5,2.2,4.5,1.9,3.5,4.1,1.4,2.75,1.06,10.0,1.33,3.4,2.0,1.73,1.8,1.95,1.23,1.3,1.85,1.0,0.88,1.0,1.2,2.2,1.47,6.75,3.05,1.3,3.15,1.5,2.33,1.84,1.84,2.3,1.53,2.95,1.33
Greece Super League,2025-01-05,14:30:00,17,Atromitos,Asteras Tripolis,2.75,2.0,4.5,1.98,3.15,3.96,1.5,2.5,1.09,7.8,1.42,2.9,2.23,1.58,2.0,1.75,1.26,1.31,1.75,1.0,1.13,1.32,1.1,2.42,1.66,6.25,2.48,1.48,2.28,1.82,1.78,2.33,1.47,3.05,1.27,4.2,1.15
Portugal LigaPro,2025-01-05,15:00:00,17,Paços de Ferreira,Academico Viseu,3.25,2.05,3.5,2.45,3.05,2.7,1.5,2.5,1.02,7.9,1.38,2.9,2.1,1.63,1.83,1.83,1.4,1.28,1.52,0.63,1.5,1.68,1.24,2.92,1.8,6.6,2.58,1.15,4.25,1.32,2.88,1.58,2.17,1.99,1.73,2.57,1.42
Portugal Liga NOS,2025-01-05,15:00:00,17,Casa Pia,Famalicão,3.25,1.91,4.0,2.4,3.0,3.17,1.57,2.25,1.1,6.5,1.5,2.4,2.54,1.48,2.1,1.67,1.36,1.33,1.53,1.5,1.29,1.25,1.15,2.4,1.84,6.4,2.18,1.4,2.65,1.68,2.02,2.08,1.63,2.7,1.38,3.55,1.23
Greece Super League,2025-01-05,15:30:00,17,Panathinaikos,PAOK,3.1,2.05,3.75,2.15,3.1,3.48,1.44,2.63,1.07,8.4,1.37,3.1,2.06,1.68,1.91,1.91,1.41,1.31,1.55,1.88,2.75,1.85,1.65,3.5,1.89,6.25,2.15,1.42,2.45,1.72,1.88,2.18,1.53,2.85,1.32,3.8,1.18
France Ligue 1,2025-01-05,16:45:00,16,Olympique Marseille,Le Havre,1.8,2.5,8.5,1.33,5.5,9.0,1.3,3.4,1.03,15.0,1.2,4.5,1.61,2.15,2.05,1.7,1.06,1.16,3.25,1.29,0.86,1.34,0.98,2.32,1.3,7.0,3.8,1.41,2.65,1.67,2.05,2.07,1.65,2.65,1.41,3.45,1.25
Italy Serie A,2025-01-05,16:45:00,19,Roma,Lazio,3.1,2.1,3.5,2.5,3.25,2.9,1.4,2.75,1.07,10.0,1.33,3.3,1.95,1.77,1.75,2.0,1.41,1.33,1.51,1.67,1.67,1.62,1.56,3.18,1.93,6.25,2.08,1.37,2.8,1.65,2.08,2.04,1.68,2.6,1.43,3.45,1.25
Portugal Liga NOS,2025-01-05,17:30:00,17,Estrela Amadora,GD Estoril Praia,3.1,2.0,4.0,2.35,3.1,3.25,1.49,2.45,1.08,8.0,1.42,2.8,2.3,1.6,1.95,1.8,1.35,1.3,1.62,1.75,0.43,1.17,1.0,2.17,1.68,6.75,2.4,1.2,3.8,1.37,2.75,1.61,2.12,1.97,1.71,2.48,1.45
