League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Turkey Süper Lig,2025-01-12,10:00:00,19,Trabzonspor,Antalyaspor,2.2,2.4,4.75,1.62,4.26,4.71,1.33,3.6,1.04,15.0,1.19,4.5,1.61,2.26,1.66,2.2,1.2,1.25,2.35,1.88,0.63,1.65,1.03,2.68,1.49,6.75,2.9,1.3,3.05,1.54,2.3,1.9,1.79,2.38,1.5,3.05,1.32
Spain Segunda División,2025-01-12,10:00:00,22,Córdoba,Almería,3.2,2.25,3.1,2.45,3.2,2.5,1.36,3.0,1.05,9.5,1.22,4.0,1.7,2.0,1.62,2.2,1.49,1.3,1.46,2.2,1.64,1.67,1.48,3.15,1.76,6.4,2.28,1.3,3.05,1.52,2.28,1.85,1.81,2.35,1.5,3.05,1.3
Netherlands Eredivisie,2025-01-12,10:30:00,18,Feyenoord,Utrecht,2.0,2.5,5.5,1.55,4.33,4.75,1.29,3.5,1.02,17.0,1.16,4.93,1.53,2.35,1.67,2.1,1.14,1.2,2.45,2.13,2.5,1.8,1.26,3.06,1.35,7.0,3.55,1.21,3.8,1.38,2.75,1.63,2.12,1.96,1.73,2.43,1.48
Netherlands Eredivisie,2025-01-12,10:30:00,18,Groningen,Almere City,2.4,2.1,5.0,1.73,3.6,4.4,1.44,2.63,1.04,9.45,1.33,3.19,1.95,1.75,1.95,1.8,1.2,1.28,1.95,1.5,0.25,1.27,1.09,2.36,1.46,7.0,2.95,1.24,3.55,1.43,2.55,1.7,2.0,2.05,1.66,2.55,1.43
Italy Serie B,2025-01-12,11:00:00,21,Spezia,Juve Stabia,2.5,2.0,5.5,1.73,3.15,4.5,1.5,2.5,1.09,7.0,1.44,2.7,2.3,1.55,2.1,1.67,1.19,1.31,1.93,2.56,1.4,1.74,1.09,2.83,1.49,6.75,2.9,1.43,2.6,1.72,1.98,2.12,1.63,2.7,1.38,3.65,1.24
Italy Serie B,2025-01-12,11:00:00,21,Südtirol,Catanzaro,3.4,1.95,3.75,2.4,2.85,2.85,1.53,2.38,1.1,6.5,1.45,2.6,2.35,1.53,2.05,1.7,1.38,1.36,1.5,0.8,1.11,1.39,1.2,2.59,1.86,6.1,2.17,1.55,2.28,1.93,1.77,2.48,1.47,3.25,1.28,4.35,1.17
Italy Serie B,2025-01-12,11:00:00,21,Reggiana,Bari 1908,3.2,2.0,3.75,2.4,2.65,3.1,1.5,2.5,1.09,7.0,1.4,2.8,2.35,1.53,1.91,1.91,1.36,1.35,1.55,1.2,1.11,1.37,1.27,2.64,1.84,6.1,2.2,1.5,2.35,1.85,1.83,2.35,1.5,3.05,1.3,4.1,1.18
Italy Serie B,2025-01-12,11:00:00,21,Palermo,Modena,2.75,2.05,4.5,1.95,2.95,3.75,1.5,2.5,1.09,7.0,1.42,2.75,2.25,1.57,1.95,1.8,1.26,1.33,1.72,1.33,0.9,1.88,1.17,3.05,1.67,6.5,2.5,1.32,3.05,1.56,2.23,1.92,1.77,2.4,1.49,3.15,1.3
Italy Serie B,2025-01-12,11:00:00,21,Cosenza,Mantova,2.75,2.05,4.33,1.95,3.1,3.6,1.44,2.63,1.07,8.0,1.33,3.1,2.0,1.7,1.91,1.91,1.26,1.32,1.73,1.1,0.5,1.56,1.07,2.63,1.66,6.4,2.5,1.48,2.45,1.79,1.9,2.28,1.55,2.9,1.34,3.95,1.2
Italy Serie A,2025-01-12,11:00:00,20,Venezia,Inter Milan,8.0,2.6,1.73,10.0,5.5,1.28,1.29,3.5,1.02,21.0,1.18,5.0,1.6,2.3,1.95,1.8,3.5,1.14,1.06,1.22,2.5,1.41,1.63,3.04,4.6,8.0,1.22,1.28,3.3,1.49,2.4,1.79,1.9,2.23,1.56,2.9,1.35
France Ligue 1,2025-01-12,11:00:00,17,Le Havre,Lens,5.25,2.1,2.2,5.0,3.65,1.67,1.41,2.65,1.06,10.0,1.33,3.4,2.0,1.8,1.93,1.75,2.15,1.26,1.15,0.75,1.63,1.15,1.32,2.47,3.05,6.75,1.47,1.44,2.55,1.76,1.94,2.2,1.58,2.9,1.35,3.8,1.21
Italy Serie B,2025-01-12,11:00:00,21,Frosinone,Cremonese,4.0,2.0,3.0,3.2,2.95,2.15,1.5,2.5,1.08,7.5,1.4,2.8,2.2,1.6,1.95,1.8,1.61,1.34,1.32,1.1,1.7,1.42,1.36,2.78,2.32,6.4,1.75,1.33,2.95,1.56,2.23,1.92,1.77,2.4,1.49,3.15,1.3
Germany Bundesliga,2025-01-12,11:30:00,16,RB Leipzig,Werder Bremen,2.25,2.5,4.33,1.62,4.33,4.5,1.25,3.75,1.02,21.0,1.16,5.5,1.5,2.55,1.53,2.38,1.22,1.2,2.15,2.0,2.0,1.49,1.25,2.74,1.45,6.75,3.15,1.29,3.15,1.49,2.4,1.79,1.9,2.25,1.55,2.9,1.34
Greece Super League,2025-01-12,11:30:00,18,Panserraikos,Panathinaikos,7.0,2.25,2.0,7.0,4.2,1.4,1.4,2.75,1.05,6.8,1.28,3.55,1.9,1.8,2.1,1.67,2.75,1.23,1.1,1.0,2.13,1.28,1.51,2.79,3.8,7.0,1.32,1.4,2.55,1.68,1.94,2.1,1.58,2.7,1.35,3.6,1.2
Belgium Pro League,2025-01-12,12:00:00,21,FCV Dender EH,KAA Gent,3.6,2.2,2.6,3.25,3.45,2.05,1.33,3.0,1.05,9.5,1.25,3.7,1.75,1.95,1.66,2.05,1.71,1.27,1.33,1.2,1.3,1.07,1.17,2.24,1.98,6.4,1.98,1.28,3.2,1.49,2.4,1.81,1.89,2.25,1.55,2.9,1.35
Scotland Premiership,2025-01-12,12:00:00,23,Rangers,St. Johnstone,1.37,3.4,11.5,1.12,7.0,17.0,1.16,4.6,0.0,0.0,1.07,8.0,1.33,3.0,2.1,1.63,1.01,1.04,7.25,2.8,0.73,2.05,1.03,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scotland Premiership,2025-01-12,12:00:00,23,Aberdeen,Hearts,2.75,2.15,3.4,2.4,3.25,2.75,1.35,2.95,1.05,9.5,1.25,3.7,1.8,1.9,1.63,2.1,1.38,1.29,1.6,2.0,0.73,1.38,1.16,2.54,1.84,6.75,2.12,1.17,4.35,1.3,3.15,1.5,2.38,1.8,1.89,2.23,1.57
Greece Super League,2025-01-12,12:00:00,18,Lamia,Atromitos,4.33,1.91,3.0,3.6,3.05,2.1,1.57,2.25,1.11,6.8,1.52,2.55,2.35,1.53,2.1,1.67,1.72,1.38,1.32,0.38,1.38,1.09,1.05,2.14,2.48,6.6,1.75,1.46,2.45,1.85,1.95,2.45,1.44,3.5,1.24,4.0,1.2
Spain La Liga,2025-01-12,12:15:00,19,Atlético Madrid,CA Osasuna,1.91,2.25,8.5,1.38,4.75,8.0,1.4,2.75,1.03,13.0,1.25,4.0,2.0,1.8,2.38,1.53,1.06,1.17,3.25,2.56,0.88,1.72,0.74,2.46,1.3,7.5,3.9,1.3,3.05,1.54,2.3,1.9,1.79,2.4,1.49,3.05,1.3
Spain Segunda División,2025-01-12,12:15:00,22,Cádiz,Levante UD,3.2,2.05,3.6,2.3,3.0,2.85,1.44,2.63,1.08,7.5,1.36,2.95,2.1,1.65,1.83,1.83,1.38,1.34,1.53,1.18,1.36,1.44,1.27,2.71,1.84,6.4,2.17,1.37,2.8,1.63,2.1,2.02,1.67,2.6,1.41,3.4,1.25
Spain Segunda División,2025-01-12,12:15:00,22,Elche CF,Real Zaragoza,2.6,2.0,5.0,1.8,3.0,4.4,1.53,2.38,1.08,7.5,1.44,2.65,2.4,1.5,2.2,1.62,1.19,1.32,1.9,2.09,1.45,1.63,1.36,2.99,1.49,6.75,2.9,1.36,2.8,1.61,2.12,1.98,1.7,2.55,1.43,3.3,1.27
Portugal Liga NOS,2025-01-12,12:30:00,17,CD Nacional,Porto,7.25,2.5,1.72,9.51,5.6,1.28,1.3,3.2,1.03,11.0,1.2,4.5,1.62,2.21,2.1,1.65,3.4,1.15,1.06,1.43,1.86,1.23,1.27,2.5,5.67,11.0,1.19,1.27,3.5,1.5,2.5,1.82,1.98,2.3,1.57,3.0,1.36
Netherlands Eerste Divisie,2025-01-12,12:45:00,21,Vitesse,VVV,2.4,2.38,4.0,1.83,3.9,3.75,1.3,3.4,1.02,17.0,1.2,4.5,1.62,2.25,1.57,2.25,1.3,1.2,1.95,1.0,1.11,1.66,1.3,2.96,1.68,6.5,2.43,1.33,2.95,1.57,2.23,1.93,1.76,2.43,1.49,3.15,1.3
Netherlands Eredivisie,2025-01-12,12:45:00,18,NAC Breda,Heerenveen,2.75,2.2,3.75,2.1,3.45,3.15,1.36,3.0,1.04,13.0,1.26,3.67,1.8,1.9,1.67,2.1,1.36,1.29,1.62,1.88,0.33,1.26,1.25,2.51,1.94,6.4,2.07,1.29,3.15,1.5,2.33,1.84,1.84,2.3,1.53,2.95,1.33
Turkey Süper Lig,2025-01-12,13:00:00,19,İstanbul Başakşehir,Galatasaray,4.75,2.55,2.1,4.75,4.52,1.58,1.3,3.75,1.02,21.0,1.15,5.17,1.52,2.45,1.6,2.3,2.45,1.22,1.2,2.0,3.0,1.59,1.94,3.53,3.45,7.0,1.35,1.28,3.2,1.49,2.4,1.78,1.9,2.2,1.57,2.8,1.36
Turkey Süper Lig,2025-01-12,13:00:00,19,Gazişehir Gaziantep,Adana Demirspor,2.0,2.55,5.5,1.48,4.49,6.06,1.3,3.75,1.03,19.0,1.15,5.17,1.52,2.45,1.65,2.2,1.16,1.22,2.7,2.13,0.63,1.48,1.18,2.66,1.47,7.0,2.95,1.32,3.05,1.55,2.28,1.88,1.8,2.4,1.5,3.05,1.3
France Ligue 1,2025-01-12,13:15:00,17,Toulouse,Strasbourg,2.3,2.2,4.33,1.73,3.85,4.4,1.34,2.95,1.04,13.0,1.26,4.0,1.75,2.05,1.72,1.98,1.21,1.26,1.98,1.75,0.63,1.39,1.33,2.72,1.48,6.5,3.05,1.37,2.8,1.63,2.12,2.0,1.71,2.55,1.44,3.4,1.26
Italy Serie B,2025-01-12,13:15:00,21,Cesena,Cittadella,2.75,2.05,4.5,1.95,2.8,3.9,1.5,2.5,1.08,7.5,1.38,2.9,2.2,1.6,1.95,1.8,1.23,1.34,1.77,2.0,1.2,1.52,1.23,2.75,1.61,6.4,2.55,1.49,2.4,1.81,1.88,2.3,1.53,3.05,1.32,4.1,1.19
France Ligue 1,2025-01-12,13:15:00,17,Montpellier,Angers SCO,2.6,2.1,3.75,2.0,3.5,3.5,1.37,2.85,1.05,11.0,1.3,3.6,1.83,1.95,1.71,1.98,1.3,1.29,1.71,1.13,1.13,1.44,0.96,2.4,1.6,6.75,2.55,1.33,2.95,1.56,2.23,1.92,1.77,2.43,1.47,3.15,1.29
Germany Bundesliga,2025-01-12,13:30:00,16,Augsburg,Stuttgart,4.0,2.3,2.6,3.05,3.75,2.1,1.33,3.25,1.04,13.0,1.24,4.2,1.62,2.25,1.62,2.2,1.77,1.27,1.29,1.75,1.29,1.62,1.15,2.77,2.43,6.4,1.68,1.28,3.2,1.49,2.4,1.8,1.89,2.25,1.55,2.9,1.34
Italy Serie A,2025-01-12,14:00:00,20,Bologna,Roma,3.6,2.05,3.25,2.65,3.15,2.65,1.44,2.63,1.07,9.0,1.38,3.1,2.1,1.7,1.8,1.95,1.47,1.34,1.43,1.63,0.56,1.66,1.2,2.86,1.95,6.1,2.05,1.53,2.3,1.91,1.78,2.48,1.46,3.3,1.28,4.4,1.16
Belgium Pro League,2025-01-12,14:30:00,21,RSC Anderlecht,Club Brugge,3.6,2.2,2.55,3.3,3.25,2.1,1.31,3.1,1.05,9.5,1.22,4.0,1.65,2.1,1.57,2.25,1.72,1.28,1.32,1.8,1.8,1.71,1.6,3.31,2.2,6.4,1.81,1.32,3.05,1.55,2.25,1.9,1.79,2.4,1.5,3.15,1.3
Greece Super League,2025-01-12,14:30:00,18,PAOK,Volos NFC,1.62,2.63,11.0,1.18,6.5,13.0,1.3,3.4,1.0,9.3,1.2,4.6,1.6,2.2,2.25,1.57,1.06,1.14,4.2,1.38,1.5,1.66,0.88,2.54,1.13,9.0,6.4,1.42,2.45,1.71,1.89,2.14,1.55,2.75,1.33,3.65,1.19
Portugal LigaPro,2025-01-12,15:00:00,16,União de Leiria,GD Chaves,2.96,1.99,3.78,2.25,3.0,2.95,1.46,2.6,1.01,8.4,1.33,2.82,2.15,1.62,1.88,1.82,1.35,1.32,1.58,1.14,1.63,1.48,1.47,2.95,1.91,7.1,2.27,1.14,4.45,1.29,3.04,1.56,2.21,1.95,1.76,2.51,1.44
Portugal LigaPro,2025-01-12,15:00:00,16,Leixões,Torreense,2.81,1.97,4.15,2.1,3.05,3.15,1.52,2.43,1.06,6.1,1.42,2.5,2.3,1.55,2.0,1.72,1.3,1.33,1.64,2.13,1.43,1.34,1.38,2.72,1.67,8.4,2.58,1.18,3.9,1.37,2.75,1.67,2.07,2.09,1.63,2.7,1.36
Belgium Pro League,2025-01-12,15:15:00,21,Cercle Brugge,KV Mechelen,2.7,2.2,3.3,2.2,3.45,3.0,1.33,3.1,1.05,9.5,1.25,3.8,1.65,2.1,1.62,2.15,1.38,1.28,1.62,1.5,1.0,1.59,1.28,2.87,1.71,6.75,2.38,1.27,3.3,1.48,2.45,1.77,1.93,2.18,1.58,2.8,1.37
Greece Super League,2025-01-12,15:30:00,18,AEK Athens,Kallithea,1.5,2.88,13.0,1.12,8.0,15.0,1.25,3.75,1.01,17.0,1.16,5.4,1.45,2.55,2.38,1.53,1.04,1.1,5.2,2.25,0.63,1.95,0.87,2.82,1.16,9.0,5.6,1.33,2.75,1.58,2.08,1.95,1.67,2.48,1.41,3.2,1.25
Italy Serie B,2025-01-12,15:30:00,21,Brescia,Sampdoria,3.4,2.05,3.4,2.4,3.1,2.6,1.44,2.63,1.07,8.0,1.36,3.0,2.0,1.7,1.91,1.91,1.43,1.33,1.47,1.3,1.0,1.56,1.15,2.71,2.02,6.25,1.98,1.46,2.5,1.76,1.94,2.18,1.58,2.9,1.35,3.9,1.21
Italy Serie A,2025-01-12,16:45:00,20,Napoli,Hellas Verona,1.67,2.63,10.0,1.22,6.25,12.0,1.3,3.4,1.02,19.0,1.19,4.75,1.65,2.2,2.2,1.62,1.04,1.13,3.9,2.33,1.0,1.59,0.97,2.56,1.16,9.5,5.4,1.26,3.4,1.44,2.55,1.72,1.98,2.12,1.62,2.65,1.4
France Ligue 1,2025-01-12,16:45:00,17,PSG,Saint-Étienne,1.35,3.7,10.5,1.07,12.0,21.0,1.14,5.25,1.01,14.0,1.05,10.0,1.22,4.2,2.0,1.7,1.01,1.04,7.25,2.75,0.13,2.26,0.98,3.24,1.05,13.0,10.5,1.25,3.45,1.43,2.55,1.71,2.0,2.08,1.65,2.65,1.41
Portugal LigaPro,2025-01-12,17:30:00,16,Alverca,CD Tondela,3.38,2.03,3.18,2.45,3.15,2.5,1.47,2.57,1.05,6.7,1.35,2.75,2.1,1.65,1.85,1.85,1.47,1.32,1.44,1.71,1.75,1.58,1.41,2.99,1.79,7.1,2.46,1.14,4.33,1.31,2.92,1.57,2.19,1.98,1.74,2.57,1.42
