League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Germany 2. Bundesliga,2025-01-31,14:30:00,20,Elversberg,Karlsruher SC,2.7,2.51,3.53,2.2,3.88,2.93,1.24,3.64,1.01,13.0,1.1,5.15,1.55,2.35,1.44,2.57,1.4,1.26,1.69,1.6,1.5,1.47,1.16,2.63,1.8,6.4,2.2,1.3,3.1,1.52,2.33,1.85,1.83,2.32,1.53,2.95,1.33
Romania Liga I,2025-01-31,15:00:00,24,Unirea Slobozia,Dinamo Bucureşti,3.85,1.99,2.9,3.22,3.0,2.32,1.54,2.36,1.07,7.5,1.41,2.8,2.22,1.56,1.89,1.79,1.52,1.32,1.31,1.09,1.36,1.38,1.13,2.51,2.12,6.25,1.9,1.47,2.43,1.81,1.85,2.3,1.52,3.05,1.3,4.1,1.17
Portugal LigaPro,2025-01-31,15:00:00,20,Paços de Ferreira,Leixões,3.1,1.93,3.5,2.46,3.0,3.07,1.51,2.37,1.09,6.5,1.45,2.62,2.35,1.57,2.0,1.7,1.39,1.35,1.5,1.1,0.56,1.71,1.27,2.98,1.85,8.0,2.28,1.18,4.5,1.34,3.1,1.58,2.29,2.0,1.8,2.44,1.52
Switzerland Challenge League,2025-01-31,15:30:00,20,Stade Lausanne-Ouchy,Étoile Carouge,2.88,2.2,3.25,2.43,3.4,2.7,1.32,3.2,1.01,11.0,1.18,3.92,1.75,2.01,1.62,2.2,1.42,1.25,1.5,1.22,1.11,1.69,1.74,3.43,1.92,5.95,2.33,1.41,2.52,1.77,1.9,2.26,1.51,3.08,1.28,0.0,0.0
Switzerland Challenge League,2025-01-31,15:30:00,20,FC Schaffhausen,Thun,3.75,2.2,2.6,4.1,3.7,1.77,1.34,3.24,1.01,11.0,1.21,3.58,1.77,1.98,1.73,2.0,1.95,1.22,1.18,0.63,1.78,1.68,1.77,3.45,2.85,8.8,1.53,0.0,0.0,1.32,2.88,2.2,2.14,1.97,1.71,2.52,1.41
Netherlands Eerste Divisie,2025-01-31,16:00:00,24,Emmen,PSV II,1.91,2.63,6.0,1.4,5.5,6.0,1.25,3.75,1.01,17.0,1.1,7.0,1.44,2.7,1.67,2.1,1.14,1.15,2.75,1.08,1.08,1.63,1.25,2.88,1.38,7.0,3.3,1.27,3.3,1.49,2.43,1.77,1.93,2.18,1.58,2.8,1.38
Netherlands Eerste Divisie,2025-01-31,16:00:00,24,Cambuur,Telstar,2.3,2.3,4.0,1.8,3.85,3.95,1.3,3.2,1.04,10.0,1.2,4.33,1.67,2.15,1.6,2.15,1.22,1.2,1.95,1.18,1.0,1.75,1.53,3.28,1.52,7.0,2.8,1.26,3.4,1.47,2.48,1.74,1.96,2.17,1.6,2.8,1.38
Netherlands Eerste Divisie,2025-01-31,16:00:00,24,ADO Den Haag,Eindhoven,1.95,2.5,4.75,1.53,4.5,5.25,1.25,3.55,1.03,11.0,1.18,4.75,1.57,2.38,1.62,2.1,1.15,1.15,2.4,2.0,1.67,1.81,1.27,3.08,1.53,6.75,2.75,1.28,3.3,1.49,2.43,1.79,1.9,2.23,1.57,2.8,1.38
Netherlands Eerste Divisie,2025-01-31,16:00:00,24,Den Bosch,Volendam,3.75,2.5,2.4,3.6,4.0,1.91,1.25,3.75,1.01,17.0,1.15,5.5,1.44,2.7,1.44,2.63,1.9,1.25,1.25,1.83,1.73,1.77,1.5,3.27,2.6,6.75,1.58,1.25,3.45,1.45,2.55,1.73,1.98,2.12,1.63,2.7,1.38
Netherlands Eerste Divisie,2025-01-31,16:00:00,24,Dordrecht,De Graafschap,2.95,2.57,3.01,2.45,3.85,2.5,1.22,3.8,1.01,17.0,1.12,5.75,1.44,2.75,1.36,2.8,1.5,1.2,1.53,1.91,1.0,1.8,1.75,3.55,1.96,6.5,2.02,1.25,3.45,1.44,2.55,1.72,1.98,2.1,1.64,2.65,1.41
France Ligue 2,2025-01-31,16:00:00,21,Grenoble Foot 38,Rodez,2.95,2.05,3.35,2.59,3.38,2.69,1.38,2.8,1.05,9.0,1.28,3.55,1.86,1.94,1.62,2.1,1.4,1.25,1.55,2.0,1.0,1.2,1.37,2.57,1.96,6.4,2.05,1.42,2.65,1.7,2.02,2.1,1.64,2.7,1.4,3.55,1.24
Netherlands Eredivisie,2025-01-31,16:00:00,21,NAC Breda,Heracles,2.5,2.25,4.33,1.73,4.1,3.94,1.36,3.0,1.05,12.0,1.26,3.67,1.53,2.29,1.7,2.05,1.26,1.28,1.82,1.8,0.78,1.35,0.95,2.3,1.58,6.75,2.55,1.23,3.65,1.41,2.65,1.67,2.05,2.05,1.67,2.63,1.41
France Ligue 2,2025-01-31,16:00:00,21,Amiens SC,Annecy,3.25,2.0,3.5,2.12,3.4,3.13,1.5,2.5,1.06,8.5,1.38,2.95,2.0,1.72,1.91,1.8,1.33,1.29,1.66,2.0,1.4,1.62,1.3,2.92,1.98,6.4,2.0,1.47,2.48,1.79,1.9,2.28,1.54,2.95,1.33,4.0,1.2
France Ligue 2,2025-01-31,16:00:00,21,Dunkerque,Martigues,1.95,2.3,7.5,1.35,4.6,8.1,1.36,3.0,1.04,10.0,1.25,3.85,1.76,1.95,2.1,1.67,1.07,1.18,3.1,2.4,1.22,1.62,1.11,2.73,1.29,7.5,3.95,1.43,2.55,1.72,1.98,2.15,1.61,2.7,1.38,3.55,1.24
France Ligue 2,2025-01-31,16:00:00,21,Pau,Laval,2.6,2.05,4.0,2.06,3.48,3.56,1.42,2.65,1.07,8.0,1.35,3.1,2.07,1.75,1.83,1.85,1.25,1.28,1.73,2.0,1.5,1.51,1.08,2.59,1.72,6.1,2.4,1.46,2.5,1.76,1.94,2.2,1.58,2.9,1.35,3.8,1.22
France Ligue 2,2025-01-31,16:00:00,21,Bastia,Metz,3.25,1.91,3.45,2.74,2.98,2.84,1.53,2.38,1.1,6.5,1.48,2.6,2.48,1.54,1.95,1.73,1.4,1.3,1.48,1.8,1.33,1.69,1.28,2.97,1.95,6.25,2.07,1.53,2.3,1.91,1.78,2.43,1.48,3.15,1.29,4.3,1.18
France Ligue 2,2025-01-31,16:00:00,21,Clermont,Ajaccio,2.55,1.95,4.75,1.83,3.38,4.7,1.5,2.4,1.09,7.0,1.48,2.65,2.34,1.6,2.05,1.67,1.2,1.3,1.83,1.1,0.4,1.32,1.0,2.32,1.61,6.25,2.63,1.5,2.4,1.84,1.84,2.33,1.52,3.05,1.3,4.1,1.19
Switzerland Challenge League,2025-01-31,16:15:00,20,Wil,Neuchâtel Xamax,2.75,2.25,3.25,2.34,3.45,2.75,1.3,3.32,1.01,11.0,1.16,4.2,1.67,2.1,1.57,2.25,1.39,1.24,1.55,1.22,1.33,1.61,1.71,3.32,1.9,6.0,2.35,1.45,2.6,1.81,1.99,2.26,1.6,2.83,1.33,4.0,1.17
Germany Bundesliga,2025-01-31,16:30:00,20,Werder Bremen,Mainz 05,3.0,2.2,3.4,2.32,3.54,2.94,1.36,3.0,1.04,13.0,1.28,3.75,1.74,2.1,1.62,2.2,1.45,1.25,1.6,1.11,1.56,1.38,1.16,2.54,1.89,6.4,2.1,1.3,3.15,1.52,2.33,1.88,1.92,2.32,1.53,3.0,1.32
Poland Ekstraklasa,2025-01-31,16:30:00,19,Lech Poznań,Widzew Łódź,2.05,2.4,5.5,1.61,3.7,5.36,1.29,3.4,1.01,12.0,1.15,4.33,1.63,2.19,1.75,2.0,1.11,1.18,2.58,2.67,1.0,2.02,1.4,3.42,1.44,6.75,3.15,1.34,2.85,1.58,2.14,2.38,1.72,2.48,1.44,3.2,1.27
Spain Segunda División,2025-01-31,16:30:00,0,CD Eldense,Granada CF,3.2,1.98,3.3,2.52,3.24,2.86,1.46,2.5,1.08,7.5,1.42,2.8,2.25,1.64,1.88,1.8,1.42,1.34,1.47,1.25,1.36,1.45,1.12,2.57,1.7,6.4,2.4,1.36,2.8,1.6,2.14,1.98,1.71,2.55,1.43,3.3,1.27
Italy Serie B,2025-01-31,16:30:00,24,Palermo,Pisa,3.1,2.05,3.75,2.36,3.09,3.28,1.44,2.63,1.07,8.0,1.38,2.95,2.15,1.7,1.91,1.91,1.34,1.34,1.58,1.64,1.64,1.79,1.12,2.91,1.83,6.4,2.18,1.46,2.5,1.75,1.95,2.0,1.8,2.9,1.35,3.9,1.21
Belgium Pro League,2025-01-31,16:45:00,24,OH Leuven,KV Mechelen,3.1,2.1,3.4,2.23,3.5,3.14,1.4,2.75,1.05,11.0,1.28,3.52,1.91,1.89,1.7,2.05,1.43,1.3,1.52,1.64,0.82,1.34,1.33,2.67,1.72,6.75,2.33,1.23,3.7,1.4,2.7,1.64,2.1,1.85,1.83,2.48,1.47
France Ligue 1,2025-01-31,16:45:00,20,Montpellier,Lens,4.33,2.3,2.4,4.02,3.94,1.82,1.33,3.25,1.03,15.0,1.22,4.33,1.68,2.2,1.62,2.2,1.93,1.26,1.23,1.2,1.78,1.44,1.43,2.87,2.65,6.5,1.58,1.32,3.05,1.55,2.25,1.9,1.79,2.4,1.49,3.15,1.3
Italy Serie A,2025-01-31,16:45:00,23,Parma,Lecce,2.75,2.2,3.75,2.08,3.44,3.54,1.36,3.0,1.05,11.0,1.3,3.6,2.0,1.81,1.67,2.1,1.33,1.28,1.72,1.09,0.64,1.37,1.13,2.5,1.65,6.75,2.48,1.25,3.45,1.44,2.55,1.72,1.98,2.12,1.62,2.7,1.4
Wales Welsh Premier League,2025-01-31,16:45:00,2,Bala Town,Caernarfon Town,2.7,2.1,3.6,2.15,3.6,3.05,1.37,2.8,1.02,10.0,1.28,3.5,1.89,1.89,1.7,2.0,1.32,1.31,1.65,1.55,1.91,1.37,1.45,2.82,1.62,6.55,2.88,1.29,3.3,1.45,2.49,1.81,1.96,2.24,1.56,2.88,1.36
Spain La Liga,2025-01-31,17:00:00,22,Leganés,Rayo Vallecano,3.75,1.91,3.4,3.0,3.0,2.5,1.57,2.25,1.12,7.0,1.53,2.37,2.63,1.5,2.1,1.67,1.5,1.37,1.37,1.3,1.27,0.97,1.05,2.02,2.1,6.25,1.91,1.41,2.65,1.68,2.02,2.1,1.64,2.7,1.4,3.65,1.22
England Championship,2025-01-31,17:00:00,30,Blackburn Rovers,Preston North End,2.88,2.05,4.33,2.06,3.28,3.76,1.5,2.5,1.08,7.5,1.4,2.9,2.19,1.68,1.91,1.8,1.25,1.28,1.73,1.73,0.86,1.29,1.09,2.38,1.65,6.75,2.48,1.22,3.82,1.45,2.66,1.78,2.04,2.22,1.65,2.92,1.38
Portugal Liga NOS,2025-01-31,17:15:00,20,Boavista FC,Famalicão,4.2,1.96,2.9,3.42,3.14,2.26,1.5,2.41,1.04,7.1,1.42,2.56,2.4,1.55,2.02,1.71,1.66,1.35,1.32,0.33,1.11,1.33,1.21,2.54,2.05,8.0,2.05,1.29,3.35,1.53,2.41,1.91,1.8,2.38,1.54,3.2,1.32
Uruguay Primera División,2025-01-31,19:00:00,1,Cerro Largo,Juventud,2.4,2.1,5.0,1.76,3.53,4.59,1.44,2.63,1.07,7.5,1.43,2.7,2.25,1.57,2.0,1.73,1.19,1.29,1.98,0.0,0.0,0.0,0.0,0.0,1.32,8.0,4.05,1.27,3.35,1.5,2.35,1.92,1.78,2.58,1.44,3.55,1.24
Uruguay Primera División,2025-01-31,21:30:00,1,Defensor Sporting,Boston River,3.1,2.1,3.6,2.4,3.1,3.07,1.44,2.63,1.08,7.0,1.4,2.8,2.25,1.57,1.8,1.91,1.36,1.34,1.55,0.0,0.0,0.0,0.0,0.0,1.8,8.0,2.25,1.26,3.22,1.5,2.28,1.95,1.77,2.42,1.44,3.28,1.25
