League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Netherlands Eerste Divisie,2025-02-03,16:00:00,24,Utrecht II,Ajax II,3.25,2.4,2.75,3.0,3.6,2.25,1.29,3.5,1.04,10.0,1.16,5.0,1.53,2.4,1.44,2.63,1.68,1.22,1.38,0.75,0.75,1.38,1.59,2.97,2.05,6.5,1.95,1.27,3.3,1.48,2.45,1.77,1.93,2.2,1.58,2.8,1.36
Spain Segunda División,2025-02-03,16:30:00,25,Levante UD,Racing Club de Ferrol,2.0,2.3,7.0,1.49,4.6,6.8,1.4,2.75,1.0,11.3,1.3,3.5,1.9,1.9,2.1,1.67,1.04,1.16,2.8,2.09,0.91,1.57,0.86,2.43,1.43,6.75,3.15,1.28,3.05,1.55,2.23,1.96,1.75,2.57,1.42,3.5,1.22
Italy Serie A,2025-02-03,16:45:00,23,Cagliari,Lazio,4.0,2.2,2.63,3.75,3.58,2.05,1.36,3.0,1.05,11.0,1.3,3.6,1.88,1.93,1.7,2.05,1.75,1.28,1.29,1.09,1.64,1.45,1.58,3.03,2.17,6.5,1.82,1.23,3.65,1.41,2.65,1.67,2.05,2.05,1.67,2.55,1.43
Spain La Liga,2025-02-03,17:00:00,22,Girona FC,UD Las Palmas,2.2,2.3,5.5,1.63,4.13,5.5,1.36,3.0,1.04,13.0,1.26,4.0,1.84,2.06,1.91,1.91,1.16,1.24,2.2,1.6,1.0,1.35,1.03,2.38,1.38,6.75,3.4,1.38,2.7,1.66,2.06,2.06,1.66,2.65,1.41,3.45,1.25
England Premier League,2025-02-03,17:00:00,24,Chelsea,West Ham United,1.8,2.75,6.5,1.3,5.8,7.5,1.22,4.0,1.01,28.0,1.13,6.4,1.55,2.3,1.62,2.2,1.1,1.15,2.95,1.73,1.18,1.89,1.47,3.36,1.27,8.0,4.1,1.21,3.8,1.37,2.8,1.6,2.17,1.96,1.74,2.43,1.48
England Championship,2025-02-03,17:00:00,30,Middlesbrough,Sunderland,3.0,2.2,3.6,2.21,3.45,3.04,1.4,2.75,1.05,11.0,1.32,3.4,1.87,1.87,1.67,2.1,1.37,1.31,1.58,1.73,1.53,1.49,1.35,2.84,1.79,6.75,2.23,1.21,3.7,1.38,2.75,1.64,2.1,1.98,1.72,2.48,1.47
Argentina Primera División,2025-02-03,17:00:00,3,Defensa y Justicia,Central Córdoba SdE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal Liga NOS,2025-02-03,17:45:00,20,Rio Ave FC,Porto,6.5,2.38,2.0,6.5,4.4,1.44,1.33,3.25,1.02,15.0,1.22,4.2,1.73,2.0,1.95,1.8,2.65,1.2,1.11,1.78,1.44,1.3,1.33,2.63,3.9,8.0,1.29,1.25,3.45,1.42,2.55,1.7,1.95,2.05,1.65,2.6,1.41
Argentina Primera División,2025-02-03,19:15:00,3,Estudiantes,Racing Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2025-02-03,19:15:00,3,Tigre,Unión Santa Fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2025-02-03,19:30:00,1,Cerro,River Plate,3.25,1.91,4.0,2.41,2.96,3.15,1.57,2.25,1.08,7.0,1.49,2.49,2.37,1.48,2.2,1.62,1.35,1.35,1.55,0.0,0.0,0.0,0.0,0.0,1.74,6.35,2.59,1.27,3.14,1.51,2.26,1.95,1.77,2.43,1.44,3.34,1.24
Paraguay Division Profesional,2025-02-03,20:00:00,3,Olimpia,Atlético Tembetary,1.83,2.5,7.5,1.35,4.3,6.8,1.3,3.4,1.04,9.5,1.21,4.1,1.84,1.94,2.0,1.73,1.07,1.18,3.1,0.5,1.0,1.79,1.56,3.35,1.36,9.0,3.75,1.44,2.67,1.74,2.02,2.22,1.62,2.92,1.38,4.1,1.21
Argentina Primera División,2025-02-03,21:30:00,3,Belgrano,Independiente Rivadavia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2025-02-03,21:30:00,3,Argentinos Juniors,Platense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
