League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Netherlands Eerste Divisie,2025-01-17,16:00:00,22,Volendam,Vitesse,1.83,2.65,5.0,1.4,5.0,6.5,1.2,4.0,1.01,23.0,1.1,6.5,1.38,3.0,1.48,2.4,1.11,1.12,2.8,2.4,0.9,1.95,1.4,3.35,1.38,7.5,3.4,1.23,3.65,1.42,2.65,1.67,2.07,2.02,1.7,2.55,1.45
Netherlands Eerste Divisie,2025-01-17,16:00:00,22,Oss,Roda JC,4.2,2.25,2.3,4.0,3.75,1.8,1.33,3.1,1.04,10.0,1.22,4.2,1.67,2.15,1.57,2.2,1.95,1.2,1.22,1.82,1.18,1.37,1.68,3.05,2.8,6.75,1.53,1.24,3.55,1.44,2.55,1.72,1.98,2.12,1.64,2.65,1.41
Netherlands Eerste Divisie,2025-01-17,16:00:00,22,Dordrecht,AZ II,2.2,2.6,4.33,1.65,4.29,4.32,1.22,4.0,1.01,17.0,1.11,6.5,1.4,2.88,1.44,2.63,1.22,1.2,2.1,2.0,1.3,1.87,1.31,3.18,1.55,6.5,2.7,1.25,3.4,1.45,2.55,1.72,1.98,2.1,1.64,2.65,1.41
France Ligue 2,2025-01-17,16:00:00,19,Guingamp,Rodez,2.45,2.2,3.85,2.0,3.5,3.5,1.33,3.0,1.04,10.0,1.22,4.2,1.6,2.19,1.55,2.25,1.28,1.22,1.77,1.89,1.11,1.64,1.29,2.93,1.7,6.4,2.4,1.35,2.88,1.6,2.17,1.98,1.73,2.5,1.46,3.3,1.28
France Ligue 2,2025-01-17,16:00:00,19,Grenoble Foot 38,Martigues,2.0,2.3,5.5,1.5,4.0,6.0,1.33,3.0,1.04,10.0,1.25,3.85,1.74,1.98,1.85,1.83,1.12,1.17,2.5,1.89,1.38,1.13,1.09,2.22,1.43,6.75,3.15,1.43,2.6,1.73,1.98,2.15,1.61,2.8,1.38,3.65,1.23
France Ligue 2,2025-01-17,16:00:00,19,Amiens SC,Bastia,3.65,1.85,3.2,2.9,3.0,2.5,1.53,2.35,1.1,6.5,1.48,2.62,2.41,1.5,1.95,1.73,1.5,1.3,1.38,1.89,0.89,1.68,1.35,3.03,2.15,6.75,1.88,1.36,2.8,1.61,2.15,1.98,1.74,2.48,1.47,3.2,1.28
France Ligue 2,2025-01-17,16:00:00,19,Red Star,Pau,3.35,2.05,3.0,2.8,3.3,2.45,1.4,2.75,1.06,8.5,1.3,3.4,1.87,1.83,1.67,2.05,1.53,1.28,1.42,1.38,0.67,1.14,1.38,2.52,2.43,6.4,1.7,1.28,3.2,1.5,2.38,1.8,1.89,2.25,1.55,2.9,1.34
Netherlands Eerste Divisie,2025-01-17,16:00:00,22,VVV,Telstar,3.4,2.15,2.75,3.0,3.55,2.2,1.33,3.1,1.04,10.0,1.22,4.2,1.67,2.15,1.53,2.3,1.62,1.22,1.38,0.55,1.09,1.58,1.59,3.17,2.2,6.4,1.82,1.34,2.9,1.57,2.23,1.93,1.76,2.45,1.48,3.2,1.29
Spain Segunda División,2025-01-17,16:30:00,23,FC Cartagena,Real Oviedo,4.6,1.93,2.55,4.4,3.2,1.91,1.52,2.35,1.1,6.5,1.5,2.4,2.41,1.5,2.2,1.6,1.83,1.28,1.2,0.8,1.27,1.18,1.26,2.44,2.4,6.4,1.7,1.4,2.65,1.68,2.02,2.08,1.63,2.65,1.4,3.55,1.23
Germany Bundesliga,2025-01-17,16:30:00,18,Eintracht Frankfurt,Borussia Dortmund,2.88,2.4,3.1,2.63,3.6,2.5,1.29,3.5,1.01,23.0,1.15,5.5,1.47,2.57,1.44,2.63,1.53,1.26,1.49,2.13,0.63,1.87,1.22,3.09,1.98,6.5,1.98,1.26,3.4,1.46,2.48,1.75,1.95,2.17,1.6,2.8,1.37
Italy Serie B,2025-01-17,16:30:00,22,Sampdoria,Cesena,3.0,1.98,3.5,2.4,3.2,3.0,1.46,2.5,1.08,7.5,1.4,2.9,2.12,1.64,1.87,1.8,1.37,1.33,1.55,1.0,0.5,1.48,1.25,2.73,1.86,6.25,2.15,1.47,2.48,1.76,1.93,2.23,1.57,2.9,1.35,3.9,1.21
Wales Welsh Premier League,2025-01-17,16:45:00,22,Connah's Quay,Bala Town,2.75,2.1,3.6,1.95,3.3,3.2,1.4,2.75,1.01,9.0,1.24,3.34,1.75,1.93,1.73,2.0,1.31,1.28,1.59,1.4,1.2,1.54,1.37,2.91,1.5,8.6,2.99,1.23,3.42,1.45,2.41,1.77,1.95,2.3,1.49,3.08,1.28
Italy Serie A,2025-01-17,16:45:00,21,Roma,Genoa,2.2,2.25,6.0,1.6,3.9,5.0,1.4,2.75,1.05,12.0,1.3,3.6,1.88,1.86,1.95,1.8,1.15,1.24,2.25,1.8,1.56,1.55,0.97,2.52,1.35,7.0,3.55,1.37,2.8,1.64,2.1,2.0,1.7,2.55,1.44,3.4,1.26
Belgium Pro League,2025-01-17,16:45:00,22,KAA Gent,Sporting Charleroi,2.55,2.2,3.6,2.05,3.5,3.25,1.33,3.1,1.04,10.0,1.25,3.95,1.77,1.98,1.63,2.1,1.32,1.27,1.72,1.7,0.91,1.54,1.44,2.98,1.7,6.75,2.4,1.28,3.3,1.49,2.4,1.79,1.9,2.25,1.55,2.9,1.35
England EFL League Two,2025-01-17,16:45:00,27,Harrogate Town,Cheltenham Town,3.75,2.05,3.1,3.0,3.3,2.25,1.44,2.63,1.07,8.0,1.36,3.1,2.03,1.7,1.83,1.83,1.57,1.28,1.36,1.0,0.91,1.09,1.15,2.24,2.17,6.25,1.84,1.42,2.65,1.72,1.98,2.15,1.61,2.8,1.38,3.65,1.23
Spain La Liga,2025-01-17,17:00:00,20,RCD Espanyol,Real Valladolid,2.6,2.0,5.0,1.89,3.39,4.69,1.53,2.38,1.09,8.0,1.47,2.7,2.5,1.53,2.1,1.67,1.2,1.32,1.88,1.5,0.33,1.16,0.89,2.05,1.54,6.75,2.7,1.4,2.65,1.67,2.05,2.08,1.65,2.7,1.4,3.55,1.24
England Championship,2025-01-17,17:00:00,27,Burnley,Sunderland,3.0,1.95,4.33,2.2,3.2,3.4,1.53,2.38,1.1,7.5,1.5,2.4,2.48,1.5,2.1,1.67,1.29,1.34,1.65,2.0,1.46,1.47,1.34,2.81,1.48,6.75,2.95,1.33,2.95,1.56,2.23,1.9,1.78,2.4,1.49,3.15,1.3
France Ligue 1,2025-01-17,17:05:00,18,Lille,Nice,2.5,2.25,4.33,1.73,3.8,4.5,1.36,3.0,1.04,13.0,1.26,4.0,1.75,2.01,1.7,2.05,1.24,1.27,1.9,1.88,1.33,1.36,1.48,2.84,1.56,6.4,2.7,1.43,2.55,1.72,1.98,2.15,1.61,2.8,1.37,3.7,1.22
Portugal Liga NOS,2025-01-17,17:15:00,18,Benfica,Famalicão,1.62,2.75,11.0,1.2,6.0,13.0,1.29,3.5,1.0,9.3,1.16,4.15,1.48,2.47,2.2,1.62,1.03,1.11,4.4,2.67,1.25,2.01,1.32,3.33,1.1,11.0,7.0,1.23,3.55,1.41,2.6,1.67,2.02,2.02,1.66,2.55,1.43
Portugal LigaPro,2025-01-17,17:15:00,18,GD Chaves,Academico Viseu,2.87,1.98,3.75,2.2,3.0,3.2,1.47,2.45,1.08,7.0,1.42,2.75,2.19,1.6,1.95,1.75,1.33,1.33,1.61,1.5,1.33,1.49,1.31,2.8,1.64,8.5,2.66,1.15,4.95,1.29,3.38,1.51,2.46,1.82,1.93,2.27,1.59
