League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Turkey Süper Lig,2025-01-19,10:00:00,20,Konyaspor,Kasımpaşa,2.75,2.1,3.5,2.16,3.42,3.24,1.37,2.8,1.04,10.06,1.29,3.44,1.88,1.88,1.71,2.0,1.35,1.25,1.62,1.25,1.56,1.34,1.24,2.58,1.74,6.5,2.32,1.34,2.9,1.58,2.18,1.95,1.74,2.48,1.47,3.2,1.29
Greece Super League,2025-01-19,10:00:00,19,Atromitos,Olympiakos Piraeus,7.0,2.1,2.2,6.71,4.15,1.46,1.44,2.63,1.07,5.4,1.39,2.85,2.09,1.66,2.2,1.62,2.44,1.27,1.12,0.89,1.89,1.26,1.79,3.05,3.15,6.75,1.45,1.44,2.4,1.75,1.86,2.2,1.52,2.88,1.3,3.85,1.18
Spain Segunda División,2025-01-19,10:00:00,23,Burgos CF,Deportivo La Coruña,3.25,2.0,3.6,2.45,3.0,3.0,1.5,2.5,1.09,7.0,1.42,2.8,2.34,1.53,1.83,1.83,1.38,1.33,1.53,1.64,1.2,1.41,1.41,2.82,1.7,6.75,2.4,1.3,3.1,1.52,2.3,1.85,1.81,2.32,1.52,3.0,1.32
Switzerland Super League,2025-01-19,10:15:00,19,Zürich,Yverdon Sport,2.0,2.3,6.5,1.46,4.4,6.54,1.36,3.0,1.05,9.5,1.25,3.75,1.81,1.93,2.0,1.73,1.06,1.16,2.65,1.44,0.78,1.39,1.21,2.6,1.35,7.5,3.45,1.23,3.55,1.41,2.63,1.66,2.04,2.04,1.66,2.55,1.43
Netherlands Eredivisie,2025-01-19,10:30:00,19,Heerenveen,Ajax,5.0,2.4,2.1,5.05,4.2,1.59,1.3,3.4,1.03,17.0,1.19,4.45,1.58,2.29,1.7,2.05,2.4,1.19,1.16,2.25,1.89,1.56,1.29,2.85,3.05,6.5,1.47,1.41,2.65,1.71,2.0,2.14,1.62,2.8,1.37,3.7,1.21
Netherlands Eredivisie,2025-01-19,10:30:00,19,Almere City,Heracles,3.1,2.1,3.5,2.37,3.35,2.9,1.4,2.75,1.04,9.45,1.31,3.35,1.9,1.84,1.75,2.0,1.38,1.31,1.57,0.78,0.5,1.26,0.91,2.17,1.84,6.75,2.15,1.24,3.55,1.41,2.63,1.7,2.02,2.08,1.65,2.65,1.41
Portugal LigaPro,2025-01-19,11:00:00,18,Paços de Ferreira,CD Mafra,3.0,1.98,3.75,2.35,3.25,2.84,1.49,2.51,1.04,7.1,1.38,2.63,2.07,1.67,1.93,1.78,1.36,1.33,1.55,0.89,0.75,1.7,1.13,2.83,1.75,8.5,2.43,1.15,4.25,1.31,2.92,1.58,2.17,1.99,1.73,2.57,1.42
Italy Serie B,2025-01-19,11:00:00,22,Palermo,Juve Stabia,2.55,2.0,4.2,1.93,3.15,4.18,1.44,2.55,1.07,8.0,1.38,3.0,2.07,1.67,1.93,1.75,1.24,1.3,1.82,1.5,1.36,1.84,1.05,2.89,1.65,6.4,2.55,1.46,2.5,1.76,1.94,2.23,1.57,2.9,1.35,3.8,1.22
Italy Serie B,2025-01-19,11:00:00,22,Catanzaro,Pisa,3.75,2.0,3.2,3.21,2.8,2.46,1.5,2.5,1.09,7.0,1.42,2.8,2.19,1.6,1.91,1.91,1.51,1.36,1.38,1.55,1.7,1.25,1.11,2.36,2.02,6.4,1.97,1.49,2.43,1.81,1.88,2.32,1.53,3.05,1.32,4.0,1.2
Italy Serie A,2025-01-19,11:00:00,21,Parma,Venezia,2.75,2.25,3.75,2.15,3.5,3.29,1.33,3.25,1.04,13.0,1.24,4.2,1.7,2.08,1.62,2.2,1.34,1.28,1.68,1.1,0.3,1.29,0.92,2.21,1.58,6.75,2.65,1.26,3.4,1.47,2.48,1.76,1.94,2.18,1.58,2.8,1.37
Italy Serie B,2025-01-19,11:00:00,22,Sassuolo,Südtirol,2.05,2.2,5.5,1.5,4.1,6.08,1.37,2.85,1.05,9.5,1.28,3.55,1.8,1.9,1.98,1.73,1.12,1.22,2.45,2.5,1.0,1.73,1.2,2.93,1.44,6.75,3.15,1.44,2.55,1.73,1.98,2.17,1.6,2.8,1.38,3.7,1.23
France Ligue 1,2025-01-19,11:00:00,18,Saint-Étienne,Nantes,3.2,2.05,3.5,2.5,3.2,2.84,1.44,2.63,1.07,10.0,1.36,3.2,2.02,1.74,1.8,1.95,1.43,1.33,1.47,1.88,0.78,1.21,1.12,2.33,2.1,6.4,1.9,1.29,3.15,1.5,2.35,1.82,1.86,2.3,1.54,2.95,1.33
England Premier League,2025-01-19,11:00:00,22,Nottingham Forest,Southampton,1.95,2.38,7.0,1.38,5.0,8.31,1.36,3.0,1.04,14.0,1.27,4.0,1.68,2.11,2.0,1.75,1.11,1.2,2.65,1.8,0.18,1.44,1.01,2.45,1.38,7.5,3.4,1.18,4.1,1.32,3.05,1.54,2.3,1.85,1.83,2.32,1.53
England Premier League,2025-01-19,11:00:00,22,Manchester United,Brighton & Hove Albion,2.63,2.3,3.75,2.0,3.6,3.4,1.33,3.25,1.04,14.0,1.24,4.25,1.67,2.2,1.62,2.2,1.31,1.28,1.75,1.45,1.45,1.58,1.41,2.99,1.67,6.75,2.43,1.21,3.8,1.38,2.7,1.64,2.1,1.98,1.72,2.5,1.46
England Premier League,2025-01-19,11:00:00,22,Everton,Tottenham Hotspur,3.25,2.3,3.0,2.99,3.45,2.38,1.33,3.25,1.04,14.0,1.23,4.45,1.62,2.21,1.53,2.38,1.53,1.29,1.44,1.0,1.0,1.33,1.62,2.95,2.18,7.0,1.77,1.13,4.9,1.24,3.55,1.41,2.65,1.65,2.08,1.98,1.72
Italy Serie A,2025-01-19,11:00:00,21,Cagliari,Lecce,2.6,2.1,4.33,1.95,3.4,4.03,1.4,2.75,1.06,10.0,1.32,3.4,1.95,1.8,1.8,1.95,1.24,1.3,1.83,0.9,0.7,1.37,1.15,2.52,1.5,6.75,2.9,1.25,3.45,1.44,2.55,1.72,1.98,2.14,1.62,2.7,1.4
Germany Bundesliga,2025-01-19,11:30:00,18,Union Berlin,Mainz 05,3.25,2.05,3.5,2.6,3.2,2.87,1.44,2.63,1.07,9.5,1.36,3.2,2.05,1.72,1.8,1.95,1.43,1.31,1.51,1.5,1.75,1.42,1.14,2.56,1.83,6.5,2.17,1.27,3.3,1.48,2.45,1.76,1.94,2.18,1.58,2.8,1.36
Greece Super League,2025-01-19,11:30:00,19,Levadiakos,Asteras Tripolis,3.25,1.91,4.0,2.47,3.0,2.97,1.57,2.25,1.11,4.3,1.5,2.4,2.5,1.47,2.05,1.7,1.36,1.42,1.54,1.11,1.33,1.17,1.09,2.26,1.89,6.25,2.15,1.49,2.28,1.84,1.76,2.35,1.46,3.15,1.26,4.25,1.14
Greece Super League,2025-01-19,11:30:00,19,Panaitolikos,OFI,3.1,2.0,3.75,2.47,3.15,2.84,1.5,2.5,1.09,5.0,1.41,2.75,2.19,1.6,1.95,1.8,1.39,1.39,1.54,1.11,1.67,1.17,1.0,2.17,1.95,5.55,2.3,1.51,2.32,1.98,1.82,2.54,1.43,3.5,1.22,4.75,1.15
Belgium Pro League,2025-01-19,12:00:00,22,Union Saint-Gilloise,OH Leuven,2.05,2.25,5.5,1.45,4.75,6.46,1.36,2.87,1.05,9.5,1.28,3.6,1.74,2.02,1.98,1.72,1.13,1.22,2.45,2.1,0.73,1.74,1.23,2.97,1.35,7.5,3.45,1.19,4.1,1.33,2.95,1.54,2.3,1.89,1.8,2.32,1.52
Spain Segunda División,2025-01-19,12:15:00,0,Racing Santander,Racing Club de Ferrol,2.0,2.3,5.5,1.51,4.0,6.14,1.35,2.95,1.05,9.5,1.25,3.75,1.8,1.9,1.9,1.85,1.08,1.17,2.5,1.45,1.0,1.51,0.87,2.38,1.36,7.0,3.45,1.29,3.15,1.5,2.35,1.81,1.85,2.25,1.53,2.9,1.34
Spain La Liga,2025-01-19,12:15:00,20,Real Madrid,UD Las Palmas,1.44,3.25,10.0,1.14,8.0,15.0,1.17,5.0,1.01,34.0,1.08,8.0,1.3,3.5,1.91,1.91,1.02,1.07,5.25,2.67,1.11,1.8,1.06,2.86,1.14,10.0,5.8,1.22,3.65,1.41,2.65,1.66,2.07,2.02,1.68,2.55,1.43
Portugal Liga NOS,2025-01-19,12:30:00,18,CD Nacional,AVS,2.88,2.0,4.33,2.05,3.25,3.71,1.5,2.5,1.08,8.5,1.42,2.85,2.23,1.61,1.95,1.8,1.28,1.28,1.78,1.63,0.63,1.19,1.0,2.19,1.74,6.75,2.3,1.26,3.35,1.46,2.45,1.75,1.92,2.18,1.58,2.8,1.36
Portugal Liga NOS,2025-01-19,12:30:00,18,Moreirense FC,Farense,2.63,1.95,5.0,1.89,3.25,4.38,1.57,2.25,1.1,7.5,1.5,2.4,2.6,1.46,2.2,1.62,1.2,1.28,1.9,1.88,0.78,1.14,1.01,2.15,1.5,6.75,2.8,1.27,3.3,1.48,2.4,1.77,1.9,2.2,1.57,2.8,1.36
Switzerland Super League,2025-01-19,12:30:00,19,Lugano,Basel,2.88,2.3,3.25,2.4,3.5,2.76,1.33,3.25,1.04,10.0,1.2,4.33,1.57,2.31,1.53,2.38,1.45,1.22,1.57,2.11,1.56,1.86,1.76,3.62,1.93,6.4,2.07,1.33,2.95,1.54,2.25,1.85,1.95,2.4,1.48,3.15,1.29
Switzerland Super League,2025-01-19,12:30:00,19,Lausanne Sport,Luzern,2.5,2.38,3.75,1.9,3.75,3.68,1.3,3.4,1.04,10.0,1.18,4.5,1.49,2.51,1.53,2.38,1.22,1.2,1.85,2.33,1.67,1.76,1.68,3.44,1.67,6.75,2.43,1.21,3.8,1.36,2.8,1.6,2.14,1.93,1.74,2.43,1.47
Portugal LigaPro,2025-01-19,12:30:00,18,CD Tondela,CS Marítimo,2.79,2.06,3.84,2.14,3.15,2.95,1.44,2.65,1.04,6.95,1.33,2.84,2.02,1.66,1.83,1.87,1.33,1.31,1.63,2.13,1.44,1.69,1.44,3.13,2.13,6.55,2.07,1.15,4.25,1.31,2.92,1.58,2.17,1.99,1.73,2.57,1.42
Netherlands Eerste Divisie,2025-01-19,12:45:00,22,Emmen,Eindhoven,2.15,2.35,4.33,1.65,4.0,4.5,1.28,3.3,1.03,11.0,1.2,4.5,1.62,2.25,1.62,2.1,1.18,1.18,2.15,1.18,1.55,1.65,1.19,2.84,1.5,7.0,2.8,1.25,3.45,1.44,2.55,1.72,1.98,2.1,1.65,2.65,1.41
Netherlands Eredivisie,2025-01-19,12:45:00,19,NEC,Fortuna Sittard,2.5,2.2,4.5,1.86,3.65,3.95,1.4,2.75,1.05,12.0,1.28,3.52,1.91,1.83,1.91,1.91,1.23,1.26,1.93,1.22,1.11,1.58,1.13,2.71,1.6,6.75,2.55,1.2,3.9,1.37,2.8,1.62,2.14,1.98,1.72,2.48,1.46
Romania Liga I,2025-01-19,13:00:00,22,Botoşani,CFR Cluj,4.7,2.1,2.4,4.17,3.45,1.8,1.47,2.5,1.05,8.0,1.35,3.05,1.99,1.73,1.87,1.8,1.77,1.27,1.2,1.2,1.7,1.61,1.25,2.86,2.4,6.75,1.7,1.29,3.15,1.49,2.35,1.81,1.85,2.25,1.55,2.88,1.34
Turkey Süper Lig,2025-01-19,13:00:00,20,Eyüpspor,Alanyaspor,2.85,2.1,4.0,2.12,3.34,3.43,1.45,2.95,1.04,9.8,1.27,3.61,1.88,1.88,1.72,2.1,1.33,1.36,1.75,2.13,0.78,1.37,1.09,2.46,1.7,6.4,2.4,1.41,2.65,1.68,2.04,2.07,1.65,2.65,1.41,3.45,1.25
Turkey Süper Lig,2025-01-19,13:00:00,20,Adana Demirspor,Fenerbahçe,9.25,3.0,1.49,16.52,9.18,1.12,1.19,4.2,1.01,29.0,1.07,7.76,1.31,3.33,1.9,1.78,5.0,1.07,1.02,0.33,2.1,1.28,1.56,2.84,5.1,9.5,1.18,1.29,3.2,1.49,2.4,1.79,1.9,2.23,1.56,2.9,1.35
Italy Serie B,2025-01-19,13:15:00,22,Carrarese,Spezia,3.75,1.91,3.4,3.03,2.9,2.5,1.57,2.25,1.1,6.5,1.51,2.55,2.41,1.5,2.05,1.7,1.5,1.36,1.38,2.1,1.36,1.33,1.32,2.65,2.07,6.4,1.93,1.34,2.9,1.57,2.2,1.95,1.75,2.48,1.47,3.2,1.28
France Ligue 1,2025-01-19,13:15:00,18,Reims,Le Havre,2.3,2.2,5.5,1.64,3.85,5.11,1.4,2.75,1.05,12.0,1.32,3.4,1.87,1.87,1.95,1.8,1.16,1.27,2.15,1.0,0.75,1.2,0.91,2.11,1.46,6.75,3.05,1.38,2.7,1.67,2.05,2.07,1.66,2.65,1.41,3.55,1.24
France Ligue 1,2025-01-19,13:15:00,18,Angers SCO,Auxerre,3.1,2.1,3.5,2.45,3.25,2.86,1.4,2.75,1.06,10.0,1.32,3.4,1.88,1.86,1.75,2.0,1.41,1.32,1.52,0.88,0.5,1.21,1.18,2.39,1.77,6.25,2.3,1.43,2.6,1.7,2.0,2.12,1.63,2.7,1.38,3.65,1.23
Germany Bundesliga,2025-01-19,13:30:00,18,Werder Bremen,Augsburg,2.38,2.25,4.75,1.9,3.7,4.03,1.36,3.0,1.03,13.0,1.25,4.0,1.8,1.95,1.75,2.0,1.21,1.25,2.0,1.25,0.63,1.3,1.04,2.34,1.65,6.5,2.48,1.3,3.15,1.52,2.32,1.86,1.82,2.35,1.5,3.05,1.32
England Premier League,2025-01-19,13:30:00,22,Ipswich Town,Manchester City,7.0,2.75,1.8,7.86,5.65,1.35,1.22,4.0,1.01,25.0,1.13,6.4,1.43,2.7,1.7,2.05,3.25,1.14,1.08,0.64,1.36,1.13,1.86,2.99,5.1,9.0,1.18,1.16,4.3,1.3,3.05,1.5,2.35,1.79,1.9,2.2,1.58
Italy Serie A,2025-01-19,14:00:00,21,Hellas Verona,Lazio,5.0,2.2,2.38,4.69,3.7,1.75,1.4,2.75,1.05,12.0,1.3,3.6,1.95,1.8,1.91,1.91,2.0,1.27,1.2,1.0,1.5,1.12,1.57,2.69,2.65,6.75,1.55,1.26,3.4,1.46,2.5,1.74,1.95,2.17,1.6,2.7,1.38
Greece Super League,2025-01-19,14:00:00,19,Aris,PAOK,4.33,2.05,2.88,3.41,3.32,2.07,1.5,2.5,1.08,5.2,1.38,2.9,2.15,1.67,1.95,1.8,1.71,1.37,1.29,2.11,2.44,1.43,1.54,2.97,2.33,6.1,1.76,1.42,2.45,1.73,1.88,2.18,1.53,2.85,1.32,3.8,1.18
Spain Segunda División,2025-01-19,14:30:00,23,Real Zaragoza,CD Tenerife,2.4,1.95,5.25,1.78,3.0,5.56,1.53,2.35,1.11,6.25,1.5,2.55,2.41,1.5,2.15,1.6,1.15,1.3,1.95,1.3,0.18,1.68,1.0,2.68,1.31,12.5,4.14,1.33,2.83,1.62,2.1,2.08,1.67,2.71,1.38,3.74,1.19
Spain Segunda División,2025-01-19,14:30:00,23,CD Castellón,Córdoba,2.4,2.25,4.0,1.8,3.7,4.01,1.32,3.15,1.04,10.0,1.2,4.33,1.57,2.25,1.57,2.3,1.2,1.2,1.9,1.27,0.45,1.68,1.32,3.0,1.84,6.4,2.59,1.31,2.92,1.59,2.16,2.03,1.7,2.67,1.39,3.58,1.21
Spain La Liga,2025-01-19,14:30:00,20,CA Osasuna,Rayo Vallecano,3.1,1.95,4.33,2.23,3.12,3.57,1.57,2.25,1.1,7.5,1.5,2.45,2.5,1.53,2.05,1.7,1.3,1.32,1.68,1.8,1.3,1.47,1.05,2.52,1.77,6.5,2.23,1.32,3.05,1.55,2.25,1.9,1.79,2.38,1.5,3.1,1.3
Belgium Pro League,2025-01-19,14:30:00,22,Sint-Truiden,Standard Liège,2.63,2.1,4.33,2.06,3.3,3.75,1.4,2.75,1.04,9.45,1.31,3.32,1.95,1.8,1.8,1.95,1.27,1.3,1.77,1.4,0.7,1.54,0.93,2.47,1.49,7.0,2.9,1.27,3.3,1.48,2.45,1.76,1.94,2.18,1.58,2.8,1.36
Portugal Liga NOS,2025-01-19,15:00:00,18,Estrela Amadora,Sporting Braga,5.0,2.25,2.25,4.7,3.85,1.68,1.36,3.0,1.03,13.0,1.25,3.75,1.8,2.0,1.8,1.95,2.15,1.2,1.18,1.56,2.38,1.17,1.42,2.59,2.65,6.75,1.58,1.25,3.45,1.42,2.55,1.7,2.0,2.08,1.63,2.65,1.4
Belgium Pro League,2025-01-19,15:15:00,22,Royal Antwerp FC,KVC Westerlo,2.3,2.4,4.33,1.77,4.0,4.17,1.29,3.5,1.02,19.0,1.16,4.87,1.45,2.63,1.53,2.38,1.23,1.23,2.05,1.7,0.7,1.71,1.48,3.19,1.47,7.0,2.95,1.21,3.9,1.36,2.8,1.7,2.05,2.05,1.7,2.4,1.5
Romania Liga I,2025-01-19,15:30:00,22,CS U Craiova,Dinamo Bucureşti,2.3,2.16,4.9,1.67,3.7,4.63,1.44,2.6,1.03,9.0,1.29,3.35,1.88,1.82,1.79,1.87,1.18,1.24,1.88,1.9,1.4,1.78,1.16,2.94,1.27,7.5,4.1,1.28,3.2,1.49,2.38,1.78,1.89,2.2,1.57,2.8,1.36
Greece Super League,2025-01-19,15:30:00,19,Panathinaikos,AEK Athens,3.4,2.05,3.4,2.72,3.1,2.6,1.44,2.63,1.08,5.2,1.39,2.85,2.09,1.66,1.91,1.91,1.47,1.37,1.48,2.0,1.78,1.91,1.76,3.67,1.86,6.75,2.12,1.21,3.5,1.38,2.6,1.64,2.0,2.02,1.62,2.6,1.37
Netherlands Eredivisie,2025-01-19,16:00:00,19,Sparta Rotterdam,RKC Waalwijk,2.05,2.5,5.5,1.53,4.2,5.77,1.29,3.5,1.02,17.0,1.18,4.65,1.53,2.4,1.67,2.1,1.14,1.2,2.45,0.44,0.22,1.53,0.97,2.5,1.18,9.5,4.9,1.11,5.3,1.22,3.7,1.37,2.8,1.6,2.17,1.92,1.77
France Ligue 1,2025-01-19,16:45:00,18,Olympique Marseille,Strasbourg,2.05,2.5,5.0,1.56,4.35,5.15,1.29,3.5,1.02,19.0,1.18,5.0,1.56,2.33,1.67,2.1,1.15,1.21,2.35,1.5,0.89,1.45,1.29,2.74,1.44,6.75,3.15,1.47,2.48,1.79,1.9,2.25,1.55,2.9,1.34,3.9,1.2
Italy Serie A,2025-01-19,16:45:00,21,Inter Milan,Empoli,1.62,2.75,10.0,1.18,6.75,14.0,1.29,3.5,1.01,23.0,1.17,5.0,1.55,2.4,2.1,1.67,1.04,1.11,4.1,2.1,1.3,1.57,1.02,2.59,1.13,10.0,6.1,1.2,3.95,1.35,2.9,1.58,2.2,1.92,1.77,2.38,1.5
Spain Segunda División,2025-01-19,17:00:00,23,Almería,SD Huesca,2.15,2.15,5.5,1.52,3.95,6.1,1.44,2.6,1.05,9.0,1.33,3.1,1.96,1.75,2.1,1.68,1.08,1.2,2.4,2.1,1.27,1.71,1.11,2.82,1.3,12.5,4.24,1.34,2.78,1.64,2.07,2.11,1.65,2.78,1.36,3.8,1.19
Spain La Liga,2025-01-19,17:00:00,20,Valencia CF,Real Sociedad,4.0,1.83,3.5,3.0,3.0,2.5,1.67,2.1,1.12,6.5,1.57,2.25,3.0,1.4,2.25,1.57,1.51,1.38,1.35,1.0,1.56,1.33,1.03,2.36,1.93,6.25,2.07,1.4,2.65,1.67,2.05,2.08,1.65,2.7,1.4,3.65,1.23
Portugal Liga NOS,2025-01-19,17:30:00,18,Gil Vicente,Porto,8.0,2.25,1.95,7.8,4.6,1.39,1.4,2.75,1.04,11.0,1.3,3.4,1.95,1.8,2.25,1.57,2.95,1.16,1.07,1.63,1.63,1.23,1.28,2.51,4.1,8.0,1.27,1.36,2.8,1.6,2.14,1.97,1.71,2.5,1.44,3.3,1.27
