League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Germany 2. Bundesliga,2025-02-02,09:30:00,20,Hamburger SV,Hannover 96,2.5,2.3,4.0,1.89,3.89,4.0,1.33,3.25,1.04,10.0,1.2,4.2,1.55,2.2,1.62,2.2,1.25,1.26,1.88,1.91,0.9,1.76,1.22,2.98,1.65,6.75,2.48,1.19,4.0,1.34,2.9,1.58,2.2,1.91,1.77,2.35,1.5
Spain Segunda División,2025-02-02,10:00:00,25,CD Castellón,SD Huesca,2.6,2.0,4.2,1.98,3.38,4.3,1.45,2.55,1.08,7.5,1.42,2.85,2.15,1.57,1.91,1.77,1.25,1.28,1.77,1.08,1.38,1.69,1.07,2.76,1.5,6.75,2.9,1.38,2.7,1.65,2.06,2.04,1.66,2.55,1.43,3.4,1.25
Turkey Süper Lig,2025-02-02,10:00:00,22,Göztepe,Alanyaspor,2.2,2.2,4.75,1.72,3.82,4.51,1.35,2.95,1.03,10.65,1.27,3.61,1.88,1.88,1.77,1.93,1.18,1.22,2.05,2.55,0.91,1.83,1.1,2.93,1.58,6.5,2.65,1.32,3.05,1.55,2.28,1.9,1.79,2.38,1.5,3.05,1.3
Serbia SuperLiga,2025-02-02,10:00:00,21,IMT Novi Beograd,Jedinstvo Ub,1.95,2.25,6.5,1.39,4.15,6.92,1.36,3.0,1.05,8.5,1.28,3.5,1.83,1.87,2.1,1.67,1.09,1.17,2.46,1.2,0.1,1.38,1.02,2.4,1.18,11.0,6.16,1.37,2.66,1.69,2.0,2.14,1.57,2.88,1.32,4.05,1.22
Spain La Liga,2025-02-02,10:00:00,22,FC Barcelona,Deportivo Alavés,1.57,3.0,9.0,1.2,7.28,13.28,1.2,4.33,1.01,29.0,1.11,6.5,1.36,3.2,1.91,1.91,1.04,1.1,4.4,2.1,0.67,2.09,1.17,3.26,1.19,8.5,5.1,1.25,3.4,1.44,2.55,1.72,1.98,2.1,1.63,2.65,1.4
Switzerland Super League,2025-02-02,10:15:00,21,Luzern,St. Gallen,2.75,2.4,3.4,2.14,3.5,3.16,1.29,3.5,1.01,13.0,1.18,4.75,1.53,2.4,1.44,2.63,1.35,1.25,1.67,1.82,1.09,1.65,1.38,3.03,1.89,6.75,2.08,1.17,4.1,1.33,2.95,1.52,2.28,1.88,1.92,2.28,1.53
Netherlands Eredivisie,2025-02-02,10:30:00,21,Ajax,Feyenoord,2.88,2.3,3.4,2.31,3.63,3.07,1.33,3.25,1.03,15.0,1.21,4.25,1.67,2.1,1.57,2.25,1.39,1.27,1.62,2.8,1.73,1.78,1.93,3.71,1.75,6.4,2.32,1.3,3.05,1.54,2.3,1.85,1.85,2.4,1.5,3.05,1.3
Netherlands Eredivisie,2025-02-02,10:30:00,21,Go Ahead Eagles,Twente,3.1,2.3,3.1,2.63,3.79,2.56,1.33,3.25,1.03,13.0,1.21,4.25,1.55,2.3,1.53,2.38,1.51,1.28,1.47,1.91,1.27,1.74,1.67,3.41,2.05,6.4,1.95,1.24,3.55,1.43,2.55,1.72,1.98,1.95,1.77,2.7,1.38
Poland Ekstraklasa,2025-02-02,10:45:00,19,Jagiellonia Białystok,Radomiak Radom,2.3,2.38,4.5,1.73,3.96,4.2,1.28,3.3,1.04,10.0,1.2,4.33,1.55,2.2,1.62,2.2,1.2,1.2,2.05,2.1,0.9,1.79,1.45,3.24,1.63,6.5,2.55,1.32,2.9,1.56,2.18,2.38,1.85,2.43,1.45,3.15,1.28
England Premier League,2025-02-02,11:00:00,24,Manchester United,Crystal Palace,2.75,2.2,3.75,1.95,3.6,3.7,1.36,3.0,1.06,11.0,1.29,3.8,1.85,1.85,1.67,2.1,1.31,1.3,1.7,1.23,1.58,1.51,1.4,2.91,1.57,6.75,2.63,1.19,4.0,1.35,2.9,1.58,2.2,1.9,1.78,2.38,1.5
Slovenia PrvaLiga,2025-02-02,11:00:00,19,Mura,Nafta,2.27,2.09,5.05,1.74,3.76,4.33,1.41,2.77,1.02,8.3,1.28,3.08,1.91,1.73,1.87,1.79,1.15,1.24,2.0,1.44,0.11,1.41,1.27,2.68,1.44,6.95,3.58,1.23,3.42,1.45,2.41,1.81,1.85,2.3,1.49,3.08,1.28
Croatia Prva HNL,2025-02-02,11:00:00,20,Osijek,Dinamo Zagreb,4.0,2.25,2.63,3.4,3.4,1.95,1.33,3.15,1.01,11.0,1.18,3.88,1.73,2.08,1.62,2.2,1.8,1.26,1.28,1.64,1.2,1.55,1.7,3.25,2.44,8.0,1.75,1.29,3.35,1.53,2.41,1.87,1.87,2.38,1.54,3.2,1.32
England Premier League,2025-02-02,11:00:00,24,Brentford,Tottenham Hotspur,2.5,2.63,3.25,2.4,3.8,2.62,1.2,4.33,1.01,29.0,1.1,7.6,1.3,3.33,1.33,3.25,1.36,1.25,1.7,1.77,1.08,1.59,1.63,3.22,1.98,7.0,1.95,1.08,5.8,1.16,4.3,1.3,3.15,1.48,2.43,1.75,1.95
France Ligue 1,2025-02-02,11:00:00,20,Toulouse,Nice,3.1,2.2,3.4,2.42,3.62,2.89,1.4,2.75,1.06,11.0,1.3,3.6,1.89,1.92,1.7,2.05,1.41,1.3,1.55,1.36,1.18,1.51,1.47,2.98,1.79,6.4,2.23,1.37,2.8,1.64,2.1,2.04,1.67,2.65,1.41,3.45,1.25
Portugal LigaPro,2025-02-02,11:00:00,20,GD Chaves,CS Marítimo,2.97,1.99,3.76,2.3,3.1,3.0,1.44,2.65,1.0,9.1,1.32,2.88,2.1,1.61,1.86,1.84,1.35,1.32,1.58,1.6,1.36,1.51,1.38,2.89,1.91,8.0,2.1,1.23,3.85,1.43,2.68,1.71,2.06,2.14,1.66,2.77,1.41
Italy Serie A,2025-02-02,11:00:00,23,Fiorentina,Genoa,2.25,2.2,5.5,1.62,4.1,5.8,1.44,2.63,1.06,10.0,1.36,3.2,1.98,1.83,2.0,1.75,1.15,1.25,2.2,1.91,1.27,1.59,0.96,2.55,1.3,10.25,4.55,1.28,3.08,1.54,2.25,1.95,1.76,2.54,1.43,3.42,1.23
Italy Serie B,2025-02-02,11:00:00,24,Carrarese,Brescia,3.0,2.0,4.0,2.32,3.17,3.47,1.5,2.5,1.09,7.0,1.42,2.8,2.2,1.55,1.95,1.8,1.32,1.34,1.62,1.75,1.17,1.34,1.19,2.53,1.78,6.5,2.23,1.32,3.22,1.56,2.33,1.93,1.82,2.47,1.51,3.35,1.3
Italy Serie B,2025-02-02,11:00:00,24,Südtirol,Reggiana,3.25,1.91,4.0,2.56,3.01,3.2,1.57,2.25,1.11,6.25,1.5,2.3,2.62,1.43,2.05,1.7,1.37,1.36,1.52,1.0,1.0,1.42,1.26,2.68,1.82,6.25,2.23,1.44,2.67,1.74,2.02,2.22,1.62,2.92,1.38,4.1,1.21
Egypt Egyptian Premier League,2025-02-02,11:00:00,11,Ceramica Cleopatra,Smouha SC,2.65,2.04,4.2,1.95,3.25,3.3,1.48,2.45,1.06,8.0,1.37,2.9,2.1,1.6,1.92,1.79,1.28,1.28,1.72,1.6,1.17,1.55,1.38,2.93,1.62,7.7,2.91,1.29,3.42,1.55,2.39,1.9,1.9,2.39,1.55,3.15,1.33
Italy Serie B,2025-02-02,11:00:00,24,Salernitana,Cremonese,3.75,2.05,3.1,3.28,3.3,2.34,1.44,2.63,1.07,8.0,1.38,3.0,2.05,1.61,1.91,1.91,1.6,1.32,1.34,1.38,1.67,1.73,1.38,3.11,2.35,6.75,1.72,1.32,3.22,1.56,2.33,1.93,1.82,2.47,1.51,3.35,1.3
Czech Republic First League,2025-02-02,11:30:00,20,Jablonec,Bohemians 1905,2.38,2.25,4.75,1.67,3.56,4.16,1.36,3.0,1.04,9.0,1.25,3.75,1.75,1.86,1.8,1.95,1.2,1.26,2.0,2.11,1.33,1.67,1.35,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.92,0.0,0.0
Germany Bundesliga,2025-02-02,11:30:00,20,Eintracht Frankfurt,Wolfsburg,2.5,2.4,4.0,1.87,3.99,4.0,1.29,3.5,1.02,17.0,1.18,5.0,1.65,2.15,1.53,2.38,1.26,1.25,1.88,2.1,1.7,1.83,1.34,3.17,1.49,6.75,2.9,1.28,3.3,1.49,2.4,1.78,1.91,2.23,1.57,2.8,1.36
Greece Super League,2025-02-02,11:30:00,21,Levadiakos,Olympiakos Piraeus,8.0,2.25,1.95,6.5,4.2,1.4,1.44,2.63,1.07,5.8,1.35,3.05,1.95,1.7,2.25,1.57,2.75,1.24,1.09,0.91,2.09,1.16,1.84,3.0,3.55,6.75,1.36,1.54,2.17,1.95,1.85,2.45,1.42,3.25,1.25,4.4,1.13
England EFL League One,2025-02-02,12:00:00,30,Bristol Rovers,Peterborough United,3.4,2.25,2.88,2.58,3.57,2.48,1.33,3.25,1.03,13.0,1.22,4.0,1.67,2.1,1.62,2.2,1.55,1.28,1.43,1.62,0.62,1.1,1.18,2.28,2.0,6.75,1.95,1.2,3.9,1.36,2.8,1.6,2.17,1.96,1.73,2.45,1.48
Belgium Pro League,2025-02-02,12:00:00,24,Union Saint-Gilloise,Sint-Truiden,1.95,2.5,6.5,1.43,4.2,7.4,1.3,3.4,1.03,15.0,1.19,4.45,1.7,2.05,1.8,1.95,1.11,1.19,2.7,2.18,0.73,1.79,1.3,3.09,1.26,8.0,4.1,1.24,3.55,1.43,2.6,1.7,2.05,2.05,1.68,2.55,1.44
Serbia SuperLiga,2025-02-02,12:00:00,21,Bačka Topola,Red Star Belgrade,6.5,2.4,1.83,6.5,5.0,1.36,1.3,3.4,1.03,10.0,1.18,4.5,1.53,2.34,1.83,1.83,3.2,1.09,1.05,1.3,3.0,2.02,2.2,4.22,3.83,9.0,1.37,1.4,2.82,1.68,2.11,2.11,1.68,2.75,1.42,3.82,1.24
Scotland Premiership,2025-02-02,12:00:00,25,Motherwell,Celtic,10.0,2.88,1.57,12.0,6.7,1.19,1.22,4.0,1.01,17.0,1.12,5.75,1.41,2.78,2.0,1.75,4.5,1.1,1.03,1.5,2.46,1.15,1.83,2.98,5.8,11.0,1.13,1.14,4.8,1.25,3.45,1.41,2.63,1.65,2.08,1.98,1.72
Scotland Premiership,2025-02-02,12:00:00,25,Rangers,Ross County,1.5,3.1,11.0,1.16,7.3,14.0,1.2,4.33,1.03,11.0,1.11,6.25,1.6,2.25,2.05,1.7,1.02,1.08,5.25,2.85,1.0,2.11,0.98,3.09,1.07,13.0,8.0,1.12,5.1,1.21,3.7,1.37,2.8,1.58,2.18,1.9,1.79
Greece Super League,2025-02-02,12:00:00,21,Kallithea,Aris,4.5,2.0,2.75,3.8,3.1,2.0,1.5,2.5,1.09,4.8,1.43,2.7,2.1,1.6,1.95,1.8,1.75,1.39,1.25,1.0,1.1,1.37,1.18,2.55,2.4,6.4,1.72,1.43,2.43,1.85,1.95,2.23,1.52,2.9,1.3,3.85,1.18
Romania Liga I,2025-02-02,12:15:00,24,CS U Craiova,CSM Iaşi,1.91,2.38,8.0,1.43,4.4,6.9,1.36,3.0,1.01,11.0,1.26,3.65,1.8,1.94,2.25,1.57,1.07,1.15,2.55,1.82,0.45,1.78,1.36,3.14,1.3,7.0,3.9,1.4,2.65,1.66,2.04,2.08,1.64,2.65,1.4,3.55,1.23
Spain La Liga,2025-02-02,12:15:00,22,Valencia CF,Celta de Vigo,3.2,2.0,3.75,2.49,3.1,3.24,1.5,2.5,1.1,8.0,1.44,2.8,2.2,1.61,1.95,1.8,1.38,1.35,1.52,1.2,0.5,1.3,1.28,2.58,1.66,6.4,2.48,1.41,2.65,1.68,2.02,2.08,1.65,2.65,1.4,3.55,1.24
Spain Segunda División,2025-02-02,12:15:00,25,SD Eibar,Deportivo La Coruña,3.2,2.0,3.75,2.43,3.34,3.08,1.5,2.5,1.08,7.5,1.4,2.8,2.27,1.6,2.0,1.73,1.36,1.3,1.55,1.85,1.46,1.48,1.36,2.84,1.71,6.4,2.38,1.36,2.98,1.62,2.22,2.02,1.74,2.6,1.46,3.58,1.27
Switzerland Super League,2025-02-02,12:30:00,21,Zürich,Basel,3.75,2.25,2.63,3.12,3.31,2.24,1.36,3.0,1.05,9.5,1.25,3.75,1.79,1.95,1.62,2.2,1.7,1.25,1.3,1.45,1.64,1.41,1.8,3.21,2.32,6.5,1.74,1.21,3.7,1.38,2.7,1.62,2.1,1.98,1.82,2.48,1.45
Switzerland Super League,2025-02-02,12:30:00,21,Yverdon Sport,Winterthur,3.0,2.2,3.4,2.3,3.39,2.94,1.36,3.0,1.05,9.5,1.25,3.75,1.79,1.95,1.62,2.2,1.4,1.25,1.55,1.27,0.36,1.01,1.14,2.15,1.9,6.4,2.1,1.35,2.85,1.6,2.12,1.96,1.71,2.55,1.43,3.3,1.27
Portugal LigaPro,2025-02-02,12:30:00,20,Alverca,União de Leiria,2.88,2.0,3.88,2.25,3.1,3.1,1.47,2.57,1.03,7.3,1.35,2.75,2.15,1.6,1.89,1.81,1.33,1.32,1.61,1.78,1.6,1.63,1.4,3.03,1.82,8.5,2.32,1.17,4.7,1.32,3.22,1.54,2.37,1.98,1.82,2.36,1.55
Netherlands Eerste Divisie,2025-02-02,12:45:00,24,Oss,Helmond Sport,3.0,2.2,3.4,2.45,3.37,2.87,1.36,3.0,1.04,12.0,1.25,3.75,1.82,2.01,1.67,2.1,1.42,1.25,1.57,1.67,1.45,1.48,1.35,2.83,1.88,6.4,2.12,1.27,3.3,1.47,2.48,1.76,1.94,2.18,1.58,2.8,1.38
Netherlands Eredivisie,2025-02-02,12:45:00,21,Sparta Rotterdam,Groningen,2.38,2.2,5.0,1.85,3.5,4.8,1.4,2.75,1.04,9.45,1.31,3.35,2.01,1.81,1.95,1.8,1.2,1.28,1.95,0.5,0.5,1.58,1.09,2.67,1.57,6.75,2.65,1.23,3.65,1.41,2.65,1.66,2.06,1.95,1.7,2.63,1.41
Turkey Süper Lig,2025-02-02,13:00:00,22,Fenerbahçe,Rizespor,1.7,2.65,6.5,1.29,5.66,8.78,1.22,3.8,1.02,23.0,1.15,5.17,1.49,2.55,1.77,1.95,1.07,1.11,3.2,2.67,1.2,1.98,1.17,3.15,1.26,7.5,4.1,1.34,2.9,1.57,2.23,1.92,1.77,2.4,1.49,3.15,1.3
Serbia SuperLiga,2025-02-02,13:00:00,21,Železničar Pančevo,Radnički Niš,2.75,2.05,4.0,1.9,3.3,3.63,1.44,2.63,1.06,8.0,1.36,3.0,2.06,1.68,1.83,1.83,1.3,1.28,1.67,1.2,0.7,1.49,1.44,2.93,1.91,7.5,2.2,1.44,2.43,1.88,1.92,2.35,1.47,3.2,1.26,4.65,1.17
Italy Serie B,2025-02-02,13:15:00,24,Bari 1908,Frosinone,2.75,2.0,4.5,2.08,3.2,4.1,1.5,2.5,1.09,7.0,1.44,2.7,2.25,1.53,2.0,1.75,1.26,1.33,1.73,1.5,0.91,1.41,1.14,2.55,1.61,6.4,2.55,1.38,2.8,1.64,2.1,2.02,1.7,2.55,1.44,3.3,1.27
France Ligue 1,2025-02-02,13:15:00,20,Rennes,Strasbourg,2.75,2.2,4.0,2.15,3.64,3.38,1.4,2.75,1.05,11.0,1.3,3.6,1.89,1.92,1.75,2.0,1.32,1.29,1.68,1.6,0.9,1.61,1.26,2.87,1.49,6.4,2.9,1.48,2.45,1.8,1.88,2.28,1.55,2.95,1.33,3.95,1.2
France Ligue 1,2025-02-02,13:15:00,20,Reims,Nantes,2.88,2.1,4.0,2.19,3.45,3.5,1.44,2.63,1.06,10.0,1.33,3.3,2.0,1.75,1.8,1.95,1.3,1.31,1.68,1.0,0.8,1.22,1.12,2.34,1.73,6.4,2.33,1.3,3.15,1.52,2.33,1.86,1.82,2.35,1.5,3.05,1.3
France Ligue 1,2025-02-02,13:15:00,20,Angers SCO,Le Havre,2.75,2.05,4.5,2.06,3.51,3.78,1.5,2.5,1.08,8.5,1.42,2.9,2.1,1.7,1.95,1.8,1.25,1.32,1.77,1.11,0.78,1.27,0.9,2.17,1.58,6.4,2.65,1.43,2.55,1.73,1.97,2.18,1.58,2.8,1.36,3.8,1.21
England Premier League,2025-02-02,13:30:00,24,Arsenal,Manchester City,2.63,2.25,3.75,2.1,3.5,3.3,1.36,3.0,1.05,12.0,1.27,4.0,1.85,1.85,1.67,2.1,1.31,1.28,1.72,2.27,1.5,2.0,1.89,3.89,1.74,6.75,2.3,1.27,3.3,1.48,2.45,1.77,1.92,2.23,1.57,2.88,1.35
Slovenia PrvaLiga,2025-02-02,13:30:00,19,Radomlje,Koper,4.33,2.0,2.63,3.7,3.2,2.05,1.5,2.5,1.07,7.5,1.37,2.9,2.05,1.61,2.0,1.73,1.65,1.3,1.24,1.33,2.0,1.35,1.38,2.73,2.28,5.9,1.96,1.56,2.33,1.95,1.8,2.55,1.48,3.52,1.27,4.95,1.15
Poland Ekstraklasa,2025-02-02,13:30:00,19,Legia Warszawa,Korona Kielce,2.1,2.3,6.0,1.51,4.2,5.9,1.33,3.1,1.05,9.5,1.25,3.8,1.77,1.98,1.95,1.8,1.11,1.18,2.55,2.11,1.11,1.72,1.47,3.19,1.44,6.75,3.15,1.36,2.75,1.64,2.05,2.38,1.85,2.63,1.38,3.45,1.23
Germany Bundesliga,2025-02-02,13:30:00,20,Bayer Leverkusen,Hoffenheim,1.62,3.0,8.5,1.26,7.1,10.0,1.2,4.33,1.02,23.0,1.1,7.0,1.35,3.04,1.8,1.95,1.06,1.11,3.9,2.3,0.78,2.14,1.13,3.27,1.13,10.0,6.1,1.21,3.8,1.38,2.7,1.64,2.1,1.98,1.72,2.48,1.47
Egypt Egyptian Premier League,2025-02-02,14:00:00,11,Coca-Cola,Al Ahly,6.5,1.95,2.25,6.0,3.4,1.57,1.56,2.29,1.07,7.0,1.44,2.6,2.38,1.53,2.5,1.5,2.04,1.24,1.12,1.2,1.8,1.18,1.49,2.67,3.56,6.9,1.44,1.26,3.22,1.58,2.34,1.94,1.85,2.46,1.53,3.28,1.25
Italy Serie A,2025-02-02,14:00:00,23,AC Milan,Inter Milan,4.33,2.25,2.5,3.81,3.63,2.01,1.36,3.0,1.05,12.0,1.28,3.75,1.82,2.0,1.7,2.05,1.77,1.29,1.28,1.82,2.6,1.73,1.59,3.32,2.39,8.4,1.82,1.32,2.88,1.6,2.14,2.04,1.69,2.71,1.38,3.72,1.2
Spain Segunda División,2025-02-02,14:30:00,25,FC Cartagena,Córdoba,4.0,2.05,2.6,3.98,3.4,2.04,1.42,2.65,1.07,8.0,1.36,3.1,2.0,1.67,1.83,1.85,1.75,1.25,1.25,0.73,0.67,1.18,1.33,2.51,2.55,6.4,1.63,1.41,2.6,1.71,1.98,2.14,1.6,2.8,1.36,3.65,1.21
Spain Segunda División,2025-02-02,14:30:00,25,Real Zaragoza,Cádiz,3.0,1.95,4.33,1.95,3.41,4.33,1.53,2.38,1.1,6.5,1.44,2.65,1.96,1.85,2.0,1.73,1.28,1.33,1.68,1.27,1.18,1.65,1.24,2.89,1.61,6.75,2.55,1.4,2.82,1.68,2.12,2.11,1.68,2.75,1.42,3.8,1.24
Greece Super League,2025-02-02,14:30:00,21,PAOK,AEK Athens,3.25,2.1,3.4,2.55,3.2,2.62,1.44,2.63,1.07,5.6,1.35,3.05,1.95,1.7,1.8,1.95,1.46,1.37,1.48,1.4,1.6,1.73,1.72,3.45,2.05,6.1,1.98,1.41,2.5,1.71,1.9,2.15,1.55,2.8,1.32,3.8,1.18
Czech Republic First League,2025-02-02,14:30:00,20,Slavia Praha,Mladá Boleslav,1.62,2.75,10.0,1.18,5.75,11.0,1.25,3.75,1.01,17.0,1.15,5.0,1.53,2.4,2.2,1.62,1.03,1.11,4.33,3.0,1.33,2.39,1.34,3.73,1.25,7.5,4.3,1.33,2.95,1.56,2.23,1.91,1.79,2.4,1.49,3.05,1.3
Spain La Liga,2025-02-02,14:30:00,22,CA Osasuna,Real Sociedad,3.75,1.91,3.5,3.0,3.0,2.5,1.62,2.2,1.12,6.5,1.5,2.4,2.75,1.44,2.1,1.67,1.49,1.38,1.37,1.73,1.4,1.48,1.08,2.56,1.98,6.5,1.98,1.3,3.15,1.53,2.32,1.85,1.83,2.33,1.52,3.05,1.32
Belgium Pro League,2025-02-02,14:30:00,24,KAA Gent,RSC Anderlecht,3.0,2.2,3.4,2.45,3.45,2.7,1.36,3.0,1.05,12.0,1.26,3.67,1.82,1.92,1.67,2.1,1.44,1.29,1.53,1.64,1.64,1.52,1.39,2.91,1.94,6.4,2.07,1.3,3.1,1.53,2.3,1.75,1.95,2.35,1.5,3.05,1.32
Portugal Liga NOS,2025-02-02,15:00:00,20,Sporting CP,Farense,1.5,3.0,13.0,1.12,9.0,14.0,1.22,4.0,1.03,21.0,1.13,5.75,1.4,2.82,2.25,1.57,1.02,1.07,5.25,2.67,0.8,2.03,0.99,3.02,1.05,14.0,10.0,1.2,3.8,1.36,2.8,1.58,2.16,1.95,1.7,2.35,1.5
Romania Liga I,2025-02-02,15:00:00,24,FCSB,CFR Cluj,2.63,2.05,4.5,2.09,3.41,3.35,1.44,2.63,1.06,8.0,1.35,3.05,1.98,1.77,1.91,1.8,1.25,1.29,1.67,1.73,1.64,2.13,1.28,3.41,1.68,6.4,2.43,1.47,2.43,1.8,1.86,2.28,1.52,2.95,1.33,3.95,1.18
Belgium Pro League,2025-02-02,15:15:00,24,KV Kortrijk,KVC Westerlo,3.6,2.25,2.75,3.13,3.41,2.19,1.33,3.25,1.04,13.0,1.24,3.89,1.73,2.0,1.62,2.2,1.65,1.29,1.35,1.18,0.64,1.37,1.56,2.93,2.05,6.75,1.92,1.24,3.55,1.43,2.63,1.7,2.02,2.05,1.7,2.65,1.41
Greece Super League,2025-02-02,15:30:00,21,Panaitolikos,Atromitos,4.0,1.83,3.5,3.0,2.8,2.5,1.62,2.2,1.14,3.8,1.5,2.25,2.22,1.56,2.2,1.62,1.49,1.44,1.38,1.3,1.7,1.16,1.04,2.2,2.2,6.4,1.81,1.43,2.43,1.82,1.98,2.2,1.52,2.85,1.32,3.85,1.18
