League,Date,Time,Home,Away,Odd_H_FT,Odd_D_FT,Odd_A_FT,Link,ID
AUSTRIA 2,2025-04-05,09:30,Horn,Liefering,4.1,3.7,1.78,https://www.radarfutebol.com/radar/fc-liefering-sv-horn/12484588,12484588
POLAND 1,2025-04-05,09:45,Radomiak Radom,Zaglebie,2.3,3.5,3.0,https://www.radarfutebol.com/radar/radomiak-radom-zaglebie-lubin/12400533,12400533
ITALY 2,2025-04-05,10:00,Sudtirol,Cesena,2.5,3.2,2.9,https://www.radarfutebol.com/radar/sudtirol-cesena/12527761,12527761
ITALY 2,2025-04-05,10:00,Cittadella,Carrarese,2.7,3.1,2.7,https://www.radarfutebol.com/radar/carrarese-cittadella/12527747,12527747
ITALY 2,2025-04-05,10:00,Frosinone,Cosenza,1.75,3.5,4.75,https://www.radarfutebol.com/radar/frosinone-cosenza/12527749,12527749
SWEDEN 1,2025-04-05,10:00,Goteborg,Halmstad,1.48,4.33,6.25,https://www.radarfutebol.com/radar/halmstads-bk-ifk-goteborg/13292374,13292374
SWEDEN 1,2025-04-05,10:00,Sirius,Djurgarden,3.6,3.5,2.0,https://www.radarfutebol.com/radar/ik-sirius-djurgardens-if/13292378,13292378
ITALY 2,2025-04-05,10:00,Brescia,Mantova,2.1,3.25,3.6,https://www.radarfutebol.com/radar/mantova-brescia/12527601,12527601
TURKEY 1,2025-04-05,10:00,Basaksehir,Konyaspor,1.75,3.4,4.75,https://www.radarfutebol.com/radar/basaksehir-fk-konyaspor/12530696,12530696
SWEDEN 2,2025-04-05,10:00,Helsingborg,Sandviken,2.1,3.4,3.3,https://www.radarfutebol.com/radar/helsingborgs-if-sandvikens-if/13292470,13292470
ITALY 1,2025-04-05,10:00,Monza,Como,5.0,3.8,1.7,https://www.radarfutebol.com/radar/monza-como/12501551,12501551
SWEDEN 2,2025-04-05,10:00,Ostersund,Landskrona,2.8,3.5,2.45,https://www.radarfutebol.com/radar/ostersunds-fk-landskrona-bois/13292511,13292511
SWEDEN 2,2025-04-05,10:00,Kalmar,Sundsvall,1.5,4.5,5.75,https://www.radarfutebol.com/radar/kalmar-ff-gif-sundsvall/13292482,13292482
BOSNIA 1,2025-04-05,10:00,Igman K.,Zeljeznicar,4.65,3.85,1.62,https://www.radarfutebol.com/radar/igman-konjic-fk-zeljeznicar/13666713,13666713
SLOVAKIA 1,2025-04-05,10:30,Trencin,Komarno,1.85,3.5,4.1,https://www.radarfutebol.com/radar/kfc-komarno-as-trencin/13558000,13558000
GERMANY 1,2025-04-05,10:30,Bochum,Stuttgart,3.1,3.7,2.15,https://www.radarfutebol.com/radar/vfb-stuttgart-vfl-bochum-1848/12499466,12499466
GERMANY 1,2025-04-05,10:30,RB Leipzig,Hoffenheim,1.55,4.2,5.75,https://www.radarfutebol.com/radar/rb-leipzig-tsg-hoffenheim/12499454,12499454
GERMANY 1,2025-04-05,10:30,Mainz,Holstein Kiel,1.44,4.33,7.5,https://www.radarfutebol.com/radar/holstein-kiel-1-fsv-mainz-05/12499463,12499463
GERMANY 1,2025-04-05,10:30,Freiburg,Dortmund,3.1,3.5,2.25,https://www.radarfutebol.com/radar/borussia-dortmund-sc-freiburg/12499460,12499460
SLOVAKIA 1,2025-04-05,10:30,Skalica,Michalovce,2.2,2.92,3.65,https://www.radarfutebol.com/radar/mfk-skalica-mfk-zemplin-michalovce/13558001,13558001
