League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Link,ID
ENGLAND 2,2025-03-08,12:00,Swansea,Middlesbrough,2.7,3.4,2.5,https://www.radarfutebol.com/radar/swansea-city-middlesbrough/12468393,12468393
ENGLAND 2,2025-03-08,12:00,Sunderland,Cardiff,1.5,4.33,5.75,https://www.radarfutebol.com/radar/cardiff-city-sunderland/12468397,12468397
SCOTLAND 3,2025-03-08,12:00,Dumbarton,Inverness,4.2,3.6,1.8,https://www.radarfutebol.com/radar/dumbarton-inverness-caledonian-thistle/12476662,12476662
SCOTLAND 4,2025-03-08,12:00,Bonnyrigg Rose,Edinburgh City,2.55,3.4,2.35,https://www.radarfutebol.com/radar/bonnyrigg-rose-edinburgh-cityc/12476492,12476492
SCOTLAND 3,2025-03-08,12:00,Kelty Hearts,Montrose,2.25,3.25,3.2,https://www.radarfutebol.com/radar/kelty-heartsc-montrose/12476668,12476668
SCOTLAND 3,2025-03-08,12:00,Alloa,Arbroath,3.6,3.5,2.0,https://www.radarfutebol.com/radar/alloa-athletic-arbroath/12476676,12476676
SCOTLAND 2,2025-03-08,12:00,Falkirk,Dunfermline,1.45,3.9,7.0,https://www.radarfutebol.com/radar/falkirk-fc-dunfermline-athletic/12476832,12476832
SCOTLAND 2,2025-03-08,12:00,Airdrieonians,Hamilton,2.45,3.3,2.63,https://www.radarfutebol.com/radar/hamilton-academical-airdrieonians/12476833,12476833
SCOTLAND 4,2025-03-08,12:00,Clyde,East Fife,2.6,3.3,2.3,https://www.radarfutebol.com/radar/east-fife-clyde-fc/12476490,12476490
CZECH 1,2025-03-08,12:00,Jablonec,Liberec,1.8,3.7,4.1,https://www.radarfutebol.com/radar/fc-slovan-liberec-fk-jablonec/12580794,12580794
CZECH 1,2025-03-08,12:00,Slovacko,Ceske Budejovice,1.53,4.2,6.25,https://www.radarfutebol.com/radar/1-fc-slovacko-sk-dynamo-ceske-budejovice/12580803,12580803
SCOTLAND 3,2025-03-08,12:00,Annan,Stenhousemuir,3.5,3.4,2.0,https://www.radarfutebol.com/radar/annan-athletic-stenhousemuir/12476673,12476673
SCOTLAND 4,2025-03-08,12:00,Elgin City,Forfar Athletic,2.1,3.1,3.2,https://www.radarfutebol.com/radar/elgin-city-forfar-athletic/12476491,12476491
ENGLAND 4,2025-03-08,12:00,Chesterfield,Newport,1.53,4.1,5.75,https://www.radarfutebol.com/radar/newport-county-chesterfield/12467945,12467945
BELGIUM 1,2025-03-08,12:00,Kortrijk,Leuven,2.5,3.2,2.8,https://www.radarfutebol.com/radar/kv-kortrijk-oud-heverlee-leuven/12421249,12421249
SCOTLAND 4,2025-03-08,12:00,Spartans,Stirling,1.95,3.4,3.25,https://www.radarfutebol.com/radar/the-spartans-fc-stirling-albion/12476489,12476489
SERBIA 1,2025-03-08,12:00,Radnicki Nis,Crvena zvezda,10.0,6.1,1.2,https://www.radarfutebol.com/radar/fk-radnicki-nis-fk-crvena-zvezda/12420319,12420319
SCOTLAND 2,2025-03-08,12:00,Morton,Ayr,4.0,3.25,1.85,https://www.radarfutebol.com/radar/greenock-morton-ayr-united/12476831,12476831
ENGLAND 3,2025-03-08,12:00,Barnsley,Blackpool,2.25,3.4,3.0,https://www.radarfutebol.com/radar/blackpool-barnsley/12469342,12469342
ENGLAND 2,2025-03-08,12:00,Bristol City,Hull,1.9,3.5,3.9,https://www.radarfutebol.com/radar/hull-city-bristol-city/12468403,12468403
ENGLAND 4,2025-03-08,12:00,Harrogate,Carlisle,2.8,3.25,2.45,https://www.radarfutebol.com/radar/harrogate-town-carlisle-united/12467942,12467942
ENGLAND 2,2025-03-08,12:00,Plymouth,Sheffield Wed,3.6,3.5,2.0,https://www.radarfutebol.com/radar/plymouth-argyle-sheffield-wednesday/12468395,12468395
NORTHERN IRELAND 2,2025-03-08,12:00,Dungannon,Ballymena,1.72,3.85,4.2,https://www.radarfutebol.com/radar/dungannon-swifts-ballymena-united/12472705,12472705
