League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Link,ID
ENGLAND - PREMIER LEAGUE,2025-02-25,16:30,Crystal Palace,Aston Villa,2.45,3.5,2.75,https://www.radarfutebol.com/radar/aston-villa-crystal-palace/12436983,12436983
ENGLAND - LEAGUE ONE,2025-02-25,16:45,Northampton,Barnsley,3.4,3.5,2.05,https://www.radarfutebol.com/radar/northampton-town-barnsley/13379969,13379969
ENGLAND - LEAGUE TWO,2025-02-25,16:45,Bromley,Bradford City,2.88,3.25,2.45,https://www.radarfutebol.com/radar/bromley-bradford-city/13234147,13234147
SCOTLAND - CHAMPIONSHIP,2025-02-25,16:45,Airdrieonians,Raith,3.4,3.4,2.1,https://www.radarfutebol.com/radar/airdrieonians-raith-rovers/12476840,12476840
ENGLAND - CHAMPIONSHIP,2025-02-25,16:45,Cardiff,Hull,2.5,3.1,2.9,https://www.radarfutebol.com/radar/hull-city-cardiff-city/13415196,13415196
ENGLAND - CHAMPIONSHIP,2025-02-25,16:45,Stoke,Middlesbrough,3.2,3.4,2.2,https://www.radarfutebol.com/radar/middlesbrough-stoke-city/13391311,13391311
ENGLAND - LEAGUE ONE,2025-02-25,16:45,Birmingham,Leyton Orient,1.6,3.7,5.5,https://www.radarfutebol.com/radar/leyton-orient-birmingham-city/13317818,13317818
ENGLAND - LEAGUE TWO,2025-02-25,16:45,Tranmere,Accrington,2.25,3.25,3.2,https://www.radarfutebol.com/radar/accrington-stanley-tranmere-rovers/13318690,13318690
SCOTLAND - CHAMPIONSHIP,2025-02-25,16:45,Livingston,Morton,1.48,4.33,6.0,https://www.radarfutebol.com/radar/greenock-morton-livingston/12476837,12476837
SCOTLAND - CHAMPIONSHIP,2025-02-25,16:45,Hamilton,Dunfermline,2.7,3.1,2.6,https://www.radarfutebol.com/radar/hamilton-academical-dunfermline-athletic/12476839,12476839
SCOTLAND - LEAGUE ONE,2025-02-25,16:45,Arbroath,Kelty Hearts,1.83,3.5,3.9,https://www.radarfutebol.com/radar/kelty-heartsc-arbroath/13415294,13415294
SCOTLAND - LEAGUE TWO,2025-02-25,16:45,Spartans,Forfar Athletic,2.15,3.0,3.2,https://www.radarfutebol.com/radar/the-spartans-fc-forfar-athletic/12476526,12476526
ENGLAND - LEAGUE TWO,2025-02-25,16:45,Cheltenham,Walsall,3.3,3.1,2.2,https://www.radarfutebol.com/radar/cheltenham-town-walsall/13393769,13393769
ENGLAND - LEAGUE TWO,2025-02-25,16:45,Gillingham,Fleetwood,2.5,3.3,2.75,https://www.radarfutebol.com/radar/fleetwood-town-gillingham/13391274,13391274
ENGLAND - LEAGUE ONE,2025-02-25,16:45,Wigan,Huddersfield,2.8,3.2,2.55,https://www.radarfutebol.com/radar/huddersfield-town-wigan-athletic/13362702,13362702
SCOTLAND - PREMIERSHIP,2025-02-25,17:00,Celtic,Aberdeen,1.17,8.0,12.0,https://www.radarfutebol.com/radar/aberdeen-celtic/12476975,12476975
ENGLAND - PREMIER LEAGUE,2025-02-25,17:15,Chelsea,Southampton,1.22,7.0,11.0,https://www.radarfutebol.com/radar/southampton-chelsea/12436986,12436986
BRAZIL - COPA BETANO DO BRASIL,2025-02-25,19:00,Maranhao,Vitoria,5.25,3.4,1.7,https://www.radarfutebol.com/radar/maranhao-ac-vitoria/13458060,13458060
BRAZIL - COPA BETANO DO BRASIL,2025-02-25,19:30,Maringa FC,Juventude,3.6,3.1,2.1,https://www.radarfutebol.com/radar/maringa-fc-juventude/13458061,13458061
BRAZIL - COPA BETANO DO BRASIL,2025-02-25,19:30,Barcelona,Athletic Club,5.25,3.7,1.53,https://www.radarfutebol.com/radar/barcelona-de-ilheus-athletic-club/13458033,13458033
BRAZIL - COPA BETANO DO BRASIL,2025-02-25,20:00,Operario MS,Criciuma,5.0,3.75,1.53,https://www.radarfutebol.com/radar/operario-ms-criciuma/13458063,13458063
MEXICO - LIGA MX,2025-02-25,22:00,Tigres UANL,Juarez,1.42,4.75,7.0,https://www.radarfutebol.com/radar/fc-juarez-tigres-uanl/13295781,13295781
