League,Date,Time,Home,Away,Odd_H_FT,Odd_D_FT,Odd_A_FT,Link,ID
POLAND 2,2025-03-30,09:30,Arka Gdynia,Legnica,1.9,3.25,3.5,https://www.radarfutebol.com/radar/miedz-legnica-mzks-arka-gdynia/12456354,12456354
NETHERLANDS 1,2025-03-30,09:30,Heracles,Twente,3.9,3.9,1.8,https://www.radarfutebol.com/radar/heracles-almelo-fc-twente/12441731,12441731
NETHERLANDS 1,2025-03-30,09:30,PSV,Ajax,1.67,4.1,4.5,https://www.radarfutebol.com/radar/afc-ajax-psv-eindhoven/12441734,12441734
AUSTRIA 1,2025-03-30,09:30,Wolfsberger AC,Sturm Graz,2.9,3.5,2.35,https://www.radarfutebol.com/radar/wolfsberger-ac-sk-sturm-graz/13629509,13629509
NORWAY 1,2025-03-30,09:30,Valerenga,Viking,2.3,3.7,2.7,https://www.radarfutebol.com/radar/valerenga-if-viking-fk/13292847,13292847
POLAND 1,2025-03-30,09:45,Motor Lublin,Stal Mielec,2.15,3.5,3.2,https://www.radarfutebol.com/radar/stal-mielec-motor-lublin/12402175,12402175
ITALY 2,2025-03-30,10:00,Cesena,Juve Stabia,2.35,2.88,3.4,https://www.radarfutebol.com/radar/juve-stabia-cesena/12527605,12527605
SERBIA 1,2025-03-30,10:00,OFK Beograd,Jedinstvo U.,1.5,3.9,5.7,https://www.radarfutebol.com/radar/fk-jedinstvo-ub-ofk-beograd/12420313,12420313
FRANCE 1,2025-03-30,10:00,Toulouse,Brest,2.05,3.2,3.9,https://www.radarfutebol.com/radar/stade-brestois-toulouse/12450894,12450894
ITALY 2,2025-03-30,10:00,Carrarese,Bari,2.35,3.25,3.0,https://www.radarfutebol.com/radar/carrarese-bari/12527502,12527502
DENMARK 2,2025-03-30,10:00,Odense,Horsens,2.1,3.4,3.25,https://www.radarfutebol.com/radar/ac-horsens-odense-bk/13645640,13645640
ITALY 1,2025-03-30,10:00,Fiorentina,Atalanta,3.75,3.3,2.05,https://www.radarfutebol.com/radar/fiorentina-atalanta/12504362,12504362
SWEDEN 2,2025-03-30,10:00,Trelleborg,Ostersund,1.9,3.6,3.3,https://www.radarfutebol.com/radar/ostersunds-fk-trelleborgs-ff/13292452,13292452
CZECH 1,2025-03-30,10:30,Karvina,Mlada Boleslav,2.2,3.5,3.1,https://www.radarfutebol.com/radar/mfk-karvina-mlada-boleslav/12580642,12580642
CZECH 1,2025-03-30,10:30,Hradec Kralove,Ceske Budejovice,1.4,4.5,8.0,https://www.radarfutebol.com/radar/sk-dynamo-ceske-budejovice-fc-hradec-kralove/12580649,12580649
SLOVAKIA 1,2025-03-30,10:30,Trnava,Zilina,2.12,3.35,3.3,https://www.radarfutebol.com/radar/fc-spartak-trnava-msk-zilina/13557988,13557988
SLOVAKIA 1,2025-03-30,10:30,Komarno,Michalovce,2.32,3.0,3.25,https://www.radarfutebol.com/radar/kfc-komarno-mfk-zemplin-michalovce/13557996,13557996
GERMANY 1,2025-03-30,10:30,Freiburg,Union Berlin,2.0,3.5,3.7,https://www.radarfutebol.com/radar/1-fc-union-berlin-sc-freiburg/12499449,12499449
BELGIUM 2,2025-03-30,11:00,RFC Liege,Patro Eisden,3.4,3.3,2.05,https://www.radarfutebol.com/radar/rfc-liege-patro-eisden-maasmechelen/12448532,12448532
GREECE 1,2025-03-30,11:00,Panserraikos,Lamia,1.85,3.25,4.75,https://www.radarfutebol.com/radar/pas-lamia-1964-mgs-panserraikos/13589454,13589454
CROATIA 1,2025-03-30,11:00,Hajduk Split,Sibenik,1.25,5.0,9.0,https://www.radarfutebol.com/radar/hnk-hajduk-split-hnk-sibenik/12403337,12403337
SPAIN 1,2025-03-30,11:15,Barcelona,Girona,1.27,6.0,9.5,https://www.radarfutebol.com/radar/girona-fc-barcelona/12437570,12437570
SWEDEN 1,2025-03-30,11:30,Norrkoping,Oster,2.0,3.5,3.5,https://www.radarfutebol.com/radar/osters-if-ifk-norrkoping/13292369,13292369
SWITZERLAND 1,2025-03-30,11:30,Lausanne,Luzern,1.9,3.7,3.8,https://www.radarfutebol.com/radar/fc-luzern-fc-lausanne-sport/13260102,13260102
PORTUGAL 1,2025-03-30,11:30,Santa Clara,Nacional,1.9,3.2,4.33,https://www.radarfutebol.com/radar/cd-nacional-santa-clara/12513689,12513689
SWEDEN 1,2025-03-30,11:30,Halmstad,Degerfors,2.3,3.25,3.1,https://www.radarfutebol.com/radar/degerfors-if-halmstads-bk/13292370,13292370
NETHERLANDS 2,2025-03-30,11:45,Den Haag,Dordrecht,1.67,4.0,4.75,https://www.radarfutebol.com/radar/fc-dordrecht-ado-den-haag/12441826,12441826
NORWAY 1,2025-03-30,12:00,KFUM Oslo,Sandefjord,2.15,3.25,3.4,https://www.radarfutebol.com/radar/kfum-oslo-sandefjord-fotball/13292849,13292849
NORWAY 1,2025-03-30,12:00,Tromso,Haugesund,1.7,3.5,5.25,https://www.radarfutebol.com/radar/haugesund-tromso-il/13292851,13292851
NORWAY 1,2025-03-30,12:00,HamKam,Kristiansund,2.1,3.2,3.7,https://www.radarfutebol.com/radar/kristiansund-bk-hamkam/13292848,13292848
NORWAY 1,2025-03-30,12:00,Molde,Sarpsborg 08,1.44,4.75,6.0,https://www.radarfutebol.com/radar/sarpsborg-08-molde-fk/13292850,13292850
CHILE 1,2025-03-30,12:00,Huachipato,La Serena,1.91,3.3,4.1,https://www.radarfutebol.com/radar/deportes-la-serena-huachipato/13443498,13443498
AUSTRIA 1,2025-03-30,12:00,SK Rapid,Salzburg,2.6,3.4,2.63,https://www.radarfutebol.com/radar/sk-rapid-wien-red-bull-salzburg/13629492,13629492
ITALY 2,2025-03-30,12:15,Salernitana,Palermo,2.55,3.3,2.7,https://www.radarfutebol.com/radar/palermo-salernitana/12527604,12527604
FRANCE 1,2025-03-30,12:15,Auxerre,Montpellier,1.73,3.8,4.5,https://www.radarfutebol.com/radar/auxerre-montpellier/12450267,12450267
FRANCE 1,2025-03-30,12:15,Le Havre,Nantes,3.0,3.1,2.45,https://www.radarfutebol.com/radar/le-havre-nantes/12450265,12450265
GERMANY 1,2025-03-30,12:30,Dortmund,Mainz,1.65,3.9,5.0,https://www.radarfutebol.com/radar/borussia-dortmund-1-fsv-mainz-05/12499444,12499444
BULGARIA 1,2025-03-30,12:30,Levski Sofia,Botev Plovdiv,1.53,4.1,6.25,https://www.radarfutebol.com/radar/botev-plovdiv-levski-sofia/12421778,12421778
POLAND 1,2025-03-30,12:30,GKS Katowice,Gornik Zabrze,2.25,3.4,3.1,https://www.radarfutebol.com/radar/gks-katowice-gornik-zabrze/12402187,12402187
ARGENTINA 2,2025-03-30,15:30,Almirante Brown,Nueva Chicago,2.63,2.5,3.0,https://www.radarfutebol.com/radar/almirante-brown-nueva-chicago/13366984,13366984
URUGUAY 2,2025-03-30,16:00,Tacuarembo,La Luz,2.72,2.85,2.67,https://www.radarfutebol.com/radar/la-luz-tacuarembo-fc/13671465,13671465
ARGENTINA 2,2025-03-30,16:00,Defensores Unidos,San Telmo,2.75,2.9,2.63,https://www.radarfutebol.com/radar/san-telmo-defensores-unidos/13366994,13366994
SPAIN 1,2025-03-30,16:00,Betis,Sevilla,1.87,3.4,4.0,https://www.radarfutebol.com/radar/sevilla-real-betis/12437567,12437567
ARGENTINA 2,2025-03-30,16:00,Alvarado,Patronato,2.1,2.75,4.33,https://www.radarfutebol.com/radar/alvarado-patronato/13366979,13366979
ARGENTINA 2,2025-03-30,16:00,Colegiales,San Miguel,3.0,2.88,2.55,https://www.radarfutebol.com/radar/san-miguel-colegiales/13366971,13366971
COLOMBIA 1,2025-03-30,17:00,Envigado,Once Caldas,3.05,3.3,2.34,https://www.radarfutebol.com/radar/once-caldas-envigado-fc/13380367,13380367
COLOMBIA 2,2025-03-30,17:00,Tigres,Bogota,1.78,3.1,4.85,https://www.radarfutebol.com/radar/tigres-fc-bogota-fc/13366906,13366906
CHILE 2,2025-03-30,17:30,Magallanes,San Luis,1.52,3.75,6.9,https://www.radarfutebol.com/radar/deportes-magallanes-san-luis-de-quillota/13567416,13567416
COLOMBIA 1,2025-03-30,17:30,Millonarios,Alianza,1.55,3.6,7.0,https://www.radarfutebol.com/radar/alianza-valledupar-fc-millonarios/13380376,13380376
ECUADOR 1,2025-03-30,17:30,Manta,Libertad,2.57,3.1,2.75,https://www.radarfutebol.com/radar/libertad-manta-fc/13378605,13378605
PERU 1,2025-03-30,17:30,Juan Pablo II,Cajamarca,2.4,3.1,2.85,https://www.radarfutebol.com/radar/adc-juan-pablo-ii-universidad-tecnica-de-cajamarca/13596388,13596388
URUGUAY 1,2025-03-30,18:00,Montevideo City,Danubio,2.35,3.2,3.0,https://www.radarfutebol.com/radar/montevideo-city-torque-danubio/13649015,13649015
BOLIVIA 1,2025-03-30,18:15,Aurora,Oriente Petrolero,0.0,0.0,0.0,https://www.radarfutebol.com/radar/oriente-petrolero-club-aurora/13646242,13646242
VENEZUELA 1,2025-03-30,18:30,Metropolitanos,Monagas,2.35,2.95,3.1,https://www.radarfutebol.com/radar/metropolitanos-monagas/13678526,13678526
BRAZIL 1,2025-03-30,18:30,Vasco,Santos,2.45,3.2,3.0,https://www.radarfutebol.com/radar/vasco-da-gama-santos/13473339,13473339
ARGENTINA 1,2025-03-30,19:30,Newells Old Boys,Boca Juniors,3.1,3.1,2.4,https://www.radarfutebol.com/radar/newells-old-boys-boca-juniors/13280723,13280723
BRAZIL 1,2025-03-30,20:00,Bahia,Corinthians,2.0,3.5,3.7,https://www.radarfutebol.com/radar/corinthians-bahia/13473345,13473345
ECUADOR 1,2025-03-30,20:00,EL Nacional,Orense,1.95,3.4,3.75,https://www.radarfutebol.com/radar/orense-sc-el-nacional/13378604,13378604
BOLIVIA 1,2025-03-30,20:30,Blooming,The Strongest,0.0,0.0,0.0,https://www.radarfutebol.com/radar/the-strongest-blooming/13664706,13664706
CHILE 1,2025-03-30,20:30,Union La Calera,Cobresal,2.0,3.4,3.75,https://www.radarfutebol.com/radar/union-la-calera-cobresal/13443496,13443496
URUGUAY 1,2025-03-30,20:30,Penarol,Cerro Largo,1.45,4.33,6.5,https://www.radarfutebol.com/radar/cerro-largo-penarol/13649016,13649016
VENEZUELA 1,2025-03-30,21:00,Portuguesa,La Guaira,3.05,2.9,2.42,https://www.radarfutebol.com/radar/deportivo-la-guaira-portuguesa-fc/13671873,13671873
COLOMBIA 1,2025-03-30,22:00,America De Cali,Fortaleza,1.55,4.0,6.0,https://www.radarfutebol.com/radar/fortaleza-ceif-america-de-cali/13380371,13380371
